,Unnamed: 0.1,job_title,skill,Industry,Function,Role,Education,job_desc_clean
93,2675,"Senior Associate / Associate, Assistant Relationship Manager (North Asia), Private Banking, Consu...","Senior Associate / Associate
Assistant Relationship Manager (North Asia)
Private Banking
Consu...",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function DBS’ Private Banking offers one-stop, full-service touch-point total banking requirements provides highest level personalised banking. We team dedicated, experienced investment advisors identify opportunities various asset classes employ best strategies product vehicles cater client’s needs. Coupled partnerships within DBS network global institutions, strive build long-term relationships Private Banking clients Asia providing high quality, timely extensive wealth management, investment financial solutions. Responsibilities Support Relationship Managers (RMs) North Asia Team provide excellent service high net-worth clients achieve client retention Partner Client, Business Support service providers ensure timely transaction processing service delivery clients’ requirements Understand client requirements assist RMs daily maintenance account relationships Cover RMs simple sales required As client key interface initiation clients’ instructions, monitor funds payment, prepare clients’ fax instructions, forms loan disbursement instruction Initiate account openings / closures / update instruction checklists interface client ensure completion documentation requirements Track follow outstanding documentation client outstanding fee payments Work Business Development Managers (BDMs) ensure marketing team complies bank’s regulatory requirements well expense reimbursement requirements Provide support BDMs assist tracking cost Requirements Bachelors Degree least 3 years’ experience banking service role Business Mandarin speaking skills required candidate working closely Chinese clients Possess knowledge banking products services foreign exchange, bonds, equities, derivatives, fund management products financial structures Possess knowledge bank regulatory requirements Meticulous good team player Excellent communication interpersonal skills Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
94,2678,Functional Subject Matter Expert (SME) - FLEXCUBE Core Banking Solution,"Core Banking Solutions
Flexcube
Core Banking
Banking Products
Finware
Finnone
Temenos
Bancs
Finacle",(Candidates authorized to work in the above mention countries are also eligible to apply),"•
Banking/ Financial Services
•
IT/ Computers - Software",IT,Other Information Technology,"As FLEXCUBE Universal Banking Functional lead / Product SME responsible leading functional discussions, Solutionize requirements, recommend industry best practices explain value proposition product range domain Core Banking specializing transaction banking areas (Treasury, Payments Loans, General ledger Deposits) Interacts Heads Departments & COO office Bank understand business strategy & targeted business operating model Clearly articulate banking solution features & benefits Business Heads C-level decision makers Ability propose practical solutions high paced departments like Treasury Perform SME role UAT & Change Control Board Configure FLEXCUBE per requirements Banks propose business processes target system Ability capture customer requirements prepare requirement specification documents Requirements: Extensive experience FLEXCUBE Core Banking implementation (version 12.x higher) technology company alternatively Bank Acting Functional subject matter expert advising clients especially around Treasury, Loans, Payments Deposits Understanding underlying banking processes best practices. Excellent Communication skills - written verbal. Team player well excellent people management skills Ability operate undefined environment The candidate expected spend significant portion time meeting clients Minimum: 10 Years Industry experience (predominantly Consulting) Banking Domain experience and/or relevant certification At least 5 years experience implementing / supporting / testing FLEXCUBE core banking solution"
95,2679,Technical Subject Matter Expert - FLEXCUBE Core Banking Solution experience,Core Banking,"•
Banking/ Financial Services
•
IT/ Computers - Hardware
•
IT/ Computers - Software","•
IT
•
Banking, Insurance & Financial Services","•
Other BFSI
•
Other Information Technology","Bachelors
Degree
Masters
Post Graduate","As FLEXCUBE Universal Banking Technical Lead / Product SME responsible leading Technical discussions, prepare Solution blueprint & architecture Leads discussions IT team & 3rd party solution providers Clearly articulate banking solution features & benefits key stakeholders Technical Solution lead SIT & UAT phase Configure FLEXCUBE per requirements Banks propose business processes target system Reviews Change Requests (CR) proposed solutions Responsible overall application solution design delivery Requirements: Extensive experience FLEXCUBE Core Banking implementation (version 12.x higher) technology company alternatively Bank Acting Technical subject matter expert Familiarity Treasury, Loans payments business functions Understanding underlying banking processes best practices. Excellent Communication skills - written verbal. Team player well excellent people management skills Ability operate undefined environment The candidate expected spend significant portion time meeting clients face face Graduate , MBA, BA related fields. Minimum - 12 Years Industry experience (predominantly Consulting) Banking Domain experience and/or relevant certification At least 5 years’ experience implementing / supporting / testing FLEXCUBE core banking solution"
96,2693,Technical Consultants - Banking Domain experience,"Banking Domain
Banking
Financial services
payments
Loans Management
Treasury",IT/ Computers - Software,IT,Other Information Technology,"Bachelors
Degree
Masters
Post Graduate","As FLEXCUBE Universal Banking Technical Consultant responsible perform key activities project including development Assist FLEXCUBE configuration per requirements Bank Key member project streams (Data Migration, SIT, UAT & Reporting) Prepare technical specifications document Develops migration utilities, reports integration requirements Compile issues provides resolution technical issues reported Prepare feasibility analysis Requirements: Good hands knowledge Oracle PL/SQL Java development Must Banking process knowledge & experience Good Communication skills - written verbal. Team player well excellent people management skills The candidate expected spend significant portion time meeting clients A Graduate, BA related fields. Minimum 5 Years Industry experience (predominantly Consulting) – either working Bank / SI – Accenture / Wipro) Banking Domain experience (Loans / Payments / Current Savings accounts / Treasury) and/or relevant certification"
97,2702,Chief Financial Officer - Banking,"Chief Financial Officer
Chartered Accountant
Strategic Role",Banking/ Financial Services,Finance & Accounts,"•
Chartered Accountant (CPA)
•
Accounts Head
•
Finance Head/ GM Finance
•
VP Finance/ CFO","Bachelors
Degree","Chief Financial Officer - Banking • Fast Growing Bank • Exciting Challenging Role • Location: Yangon, Myanmar The Company Our client part local Burmese Conglomerate Banking sector growing strength strength opening new branches across Myanmar well embracing innovating banking technology. They looking experienced banking Chief Financial Officer part next phrase growth. The Position Reporting working closely CEO, CFO manage team finance staff responsible accounting finance organization. He/she responsible financial reporting, financial analysis, treasury, tax liaising auditors. The CFO also need improve working practices procedures recommend potential financial operational efficiencies. The Person The ideal candidate Chartered Accountant Accountancy Finance Degree least 10 years relevant experience. As role based Myanmar, client welcomes candidates Burmese international working experience interested return Myanmar already based Myanmar. The client’s preference candidates prior banking experience. For right candidate, excellent career progression opportunity join growing Bank. Interested candidates may forward CVs MS Word Format Yeo Wai Yin (R1107333) waiyin@alphasearch.com call +65 6828 1489 confidential discussion Visit www.alphasearch.com exciting vacancies"
98,2719,"Senior Associate / Associate, Process Transformation Analyst, Consumer Banking Group Operations -...","Senior Associate / Associate
Process Transformation Analyst
Consumer Banking Group Operations -...",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Responsibilities Re-engineer end-to-end Retail banking operations process Analyze document business requirements Review functional specifications Manage UAT Creates executes project work plans revises appropriate meet changing needs requirements. Effectively apply project management methodology enforces project standards. Work closely regional teams country teams ensure timely delivery project Requirements Degree field At least 4 years’ experience business process improvement initiatives. Preferably project life cycle experience change management consumer banking space. Strong leadership skills sound, analytical decision making abilities Excellent inter-personal communication skills dealing levels staff vendors Process reengineering experience Demonstrate Critical thinking: ability suggest improvements identify risks Strong Service orientation: ability prioritize & ability manage operations' expectations A highly organized individual solid project management skills Ability work independently diverse teams Domain expertise Consumer Banking products processes added advantage Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
99,2742,"Senior Associate / Associate, Operations Intelligence Data Specialist, Consumer Banking Group Ope...","Senior Associate / Associate
Operations Intelligence Data Specialist
Consumer Banking Group Ope...",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Responsibilities Responsible perform end end Machine Learning project Stake Holder Buyin, Data Modelling Model Deployment Performance Work internal, external stakeholders technology partners data analysis requirements. Manage ad-hoc analysis solve / respond operations issue, urgent investigations business questions, using statistical predictive modelling techniques Provide insights data visualization presentations deliver productivity, identify root cause situation provide actionable insights. Requirements Compulsory strong programming modelling skills Python and/or R, SPARK proficient Machine Learning/Statistical Modelling techniques. Strong Problem Solving Skills With high Emotional Intelligence Minimum 3 years’ experience banking consulting industry knowledge conceptualization requirements implementation & data analysis process. Well versed banking data warehouse structures, data models source systems Experience model performance monitoring, model development, validation testing. Familiar use Qlikview/ Tableu development reporting. Proficient SQL query optimization Teradata Hadoop platform. Familiar data modelling concepts star schema. Strong written oral communication skills Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
100,2746,2019 Graduate Associate Programme – Small Medium Enterprises (SME) Banking Singapore,2019 Graduate Associate Programme – Small Medium Enterprises (SME) Banking Singapore,Banking/ Financial Services,"Banking, Insurance & Financial Services",Management Trainee,,"Help us nurture Singapore’s growing businesses The DBS Graduate Associate – Small Medium Enterprise (SME) Banking Programme specialised development programme provides perfect launch pad keen forging successful career SME banking. This 12-month programme degree holders comprises classroom training core credit financial knowledge, front-to-back job rotations across different business areas, well on-the-job training SME Relationship Manager. Being SME Banking Graduate Associate World’s best bank SMEs World’s best bank, equipped requisite skills SME banker. Through accelerated professional development networking opportunities, well personalised mentorship opportunities, well way helping SMEs grow businesses. In 2019, programme starts July/August. We want determined self-starters like who: Have degree reputable university good academic results Have less two years working experience, preferably sales service-oriented industry Possess strong leadership qualities resilience, shown participation extracurricular activities entrepreneurial initiatives Are adaptable, show initiative able work well team What offer: You expect competitive salary, benefits package professional advantages dynamic environment supports development recognises achievements. Find here. Ready apply? Take next step: It take 10-12 minutes complete application form; save application time return complete convenience. You need register/ log apply role. Application period October 2018 January 2019. Shortlisted candidates various stages go through: Stage 1 - Complete 2 online personality cognitive assessments (by The Predictive Index®): November 2018 January 2019. Stage 2 - Progress Video Interview: November 2018 January 2019. Stage 3 - Be invited 8 hours Assessment Centre: February 2019 Stage 4 - Attend panel interviews HR Senior Management: February 2019. Stage 5 - Successful candidate receive offer join 2019 Graduate Associate Programme - Small Medium Enterprises (SME) Banking Singapore: February 2019 March 2019."
101,2845,"Senior Associate, DevOps Engineer, Group Consumer Banking and Big Data Analytics Technology, Tech...","Senior Associate
DevOps Engineer
Group Consumer Banking and Big Data Analytics Technology
Tech...",Banking/ Financial Services,IT,Software Engineer/ Programmer,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Job Purpose The role forms part Insurance Investment Platform technology team. Develop deliver technology solutions relating web mobile applications across wealth customer segments. Key Accountabilities Engineer CI/CT/CD pipeline optimized run within minutes Enforce best practices code quality release/deployment process achieve near zero production incidents Responsibilities Architect, build maintain continuous integration, testing deployment (CI/CT/CD) pipeline web mobile apps Collaborate architects, development engineers system administrators provision maintain platform infrastructure premise well cloud (for development, test production environments) Build maintain system application health check house-keeping jobs Troubleshoot system connectivity errors follow administrators, vendors teams timely resolution Develop, maintain document best practices source control management infrastructure code Track, maintain renew infrastructure, web mobile application key-stores profiles Track, enforce maintain code quality, security performance reports Identify improvement areas engage required stakeholders successful implement changes Keep track evolving technologies perform proof concept integrations successful platform integrations per roadmap Maintain platform collaboration tools JIRA Confluence Requirements Experience exposure DevOps related infrastructure software (such ZABBIX, Puppet, Graphite, ELK stack, Kickstart, tcp wrappers, iptables, yum/apt-get) classic sys admin functions (building hosts, monitoring, alerting, account management, releasing software, security. Oracle, MySQL 5.X, IBM DB2 (Any), SqLite (for Mobile devices), mariadb Build Tool: Ant, Maven, Gradle (Any) Version Control: CVS, SVN, GIT WebSphere Administration WebSphere MQ administration. DevOps – Jenkins/Bamboo, SonarCube, HP Fortify. Atlasian tools: Bitbuket, JIRA, Confluence, Bamboo SharePoint Mobile application tools – Kony IDE, XCode, Android Studio, Ant, Maven, Gradle AIX/Unix Administration Tomcat/IBM HTTP Server administration Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
102,2861,"Associate Digital Solutions, IBG Digital - IBG- Corporate & Investment Banking","Associate Digital Solutions
IBG Digital - IBG- Corporate & Investment Banking",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function Corporate Investment Banking provides corporate customers full range commercial banking products services, including cash management services, current accounts, time deposits, trade finance, working capital finance, term loans foreign exchange. Through continued commitment, DBS cultivated long-standing relationships customers region based account relationship management, service differentiation, product development rigorous credit standards. Responsibilities Work digital projects IBG SME customers This includes discovering pain point customers business, defining opportunities clearly, developing delivering solution view acquire customers, capture data credit underwriting and/ improve product offering resolving customer’s pain points Liaise IBG RMs, GTS Sales, GTS Product Managers, Innovation teams engage customer Participate workshops effectively map business flows customer Manage projects end end initial solutioning delivery Provide regular updates stakeholders specific deals pipelines Help organize/ facilitate knowledge sharing sessions, campaigns internal training employees DBS digital capabilities Create material disseminate information DBS digital capabilities Requirements Knowledge transaction banking products cash trade Knowledge organisation structure processes within IBG SME Keen interest new age technology trends Ability research analyze macroeconomic industry landscape 6 key DBS markets Ability work collaborate across diversified teams Manage internal external stakeholders effectively execute project plan High sense responsibility ownership ensure given tasks seen fruition time Good presentation making skills Good verbal written communication skills Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
103,2865,"ED / SVP, Head of Regional Trade Operations, Institutional Banking Group Operations, Technology a...","ED / SVP
Head of Regional Trade Operations
Institutional Banking Group Operations
Technology a...",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Job Purpose To build centre excellence, transform trade services support framework platform digitalization. To regionalize standardize best practices across region. Key Accountabilities Drive digital innovation implement DFNO, provide joyful banking experience Build robust change management set product standards operating model regionally, perform deviation management, drive risk & controls compliance Lead standardization Trade Systems, guidelines & procedures Support business objectives, manage client service activities provide trade advisory Drive trade related initiatives journeys achieve process efficiency improve CX Responsibilities To lead standardization regionalization Trade Services policies, guidelines procedures To implement comprehensive robust training roadmap levels staff build strong trade expertise pipeline across region To work stakeholders including technology team responsible project developments change management regional trade systems across locations To work close partnership business ensure operating environment able support business strategy To drive innovation trade finance solution embrace digitization To plan & strategize growth, operational efficiency To drive client servicing model standards & operational controls To drive operational risk management across locations ensure consistency control standards To responsible team’s people management & development Requirements University degree least 15 years’ relevant experiences operational management, controls management, and, project management. Have proven track record operating effective leader overseeing multiple teams / countries Have capacity working business partners, Technology, Product, Compliance, Finance, Treasury, Risk Controls. Have immense knowledge experiences Trade Finance products & operation processing, including relevant trade finance international standards, practices, rules regulations Possess strong people management skills Effective communication skills Customer focused. Innovative mindset Strong Project management skills In-depth trade product knowledge strong trade finance operation background Effective problem-solving, communications people management skills drive change people behaviour coaching, training embedding Lean DNA In-depth knowledge trade / statutory rules regulations Strong risk & fraud awareness Sound facilitation presentation skills Strong interpersonal skills engage influence stakeholders Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
104,2908,"VP, Data Asset Strategy & Optimisation - Lead, Business Analytics, Consumer Banking Singapore","VP
Data Asset Strategy & Optimisation - Lead
Business Analytics
Consumer Banking Singapore",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities CBG Business Analytics Data Asset Strategy & Optimisation - Lead central Business Analytics team responsible systems & platform strategy, management centralized data assets, driving automation & optimisation BA team management key data related projects. Drive ongoing review systems & platforms – performance optimisation, framework use SAS, python, R increase overall usage across team, develop BI strategy, frameworks managing enabling use CMP, BIP & Ada. Oversea Ada Migration including data ingestion, compute, downstream system connectivity testing. Management centralized data assets – maintain enhance key data assets used across BA team, advisory role ecosystem teams data collection use including contractual arrangements partners Drive ongoing focus automation & optimisation across BA team; transition BI tools excel, query optimisation, storage management, strategy management centralized data assets, etc Management key data projects – define framework manage projects data exchange external parties including working research institutions includes data extraction, validation transmission. Define monitor controls data use within BA ensure protection use data line group frameworks. Requirements Strong process project management capabilities; evaluates, designs, executes, measures, monitors controls business processes Knowledge BI analytical tools including SAS, R, Python, QV, Strong knowledge data architecture data processes – ingestion, ETL, compute, etc Knowledge internal data architecture preferred – Teradata, Hadoop, ADA Excellent interpersonal organization skills, clear communicator, capable influencing Strategic thinker; strong results driven personality, analytical mindset innovative thinker Degree holder in-depth banking experience Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
105,2912,"VP / AVP, Data Science Analyst (Customer Science), Regional Consumer Banking Operations, Technolo...","VP / AVP
Data Science Analyst (Customer Science)
Regional Consumer Banking Operations
Technolo...",Banking/ Financial Services,IT,Business Analyst,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Responsibilities Development solutioning real time predictive analytics derive actionable insights intervene positively customer’s digital journey Perform full life-cycle Data Scientist / Analyst activities, including conceptualization operationalization Primary focus applying data science solve business problems; statistical analysis, building high-quality prediction systems, use deep learning techniques Able understand solve business problem translating data model building insights actionable outcome Collaborate cross-functional business teams deliver high-impact insights using analytics across variety customer servicing areas Research, design, implement validate models / algorithms analyse diverse sources data achieve targeted outcomes Carry customer behaviour analytics deliver actionable insights real time; behaviour segmentation, predictive modelling, lifetime value modelling, churn prevention, statistical simulations scenarios Stay top current industry trends machine learning/AI Requirements You are: Curious strong appetite intellectual challenges. Able pick new methods techniques quickly apply towards solving problem hand Keen learning, data, scale agility. You excel making complex concepts simple easy understand around you. You’re driven show world power applied analytics Passionate asking answering questions large datasets, communicate passion product managers engineers Attracted fast paced, hypothesis test driven, collaborative iterative engineering environment Driven, strategically focused, self-starter organized strong attention detail A good team player excellent communication skills You have: A university degree higher applied statistics/ data science/ Computing related quantitative discipline, strong background statistical concepts Proven track record big data analytics delivering impact business Deep practical understanding implementing high performance, well-behaved analytics applications; data ingestion, feature engineering, model selection, training, validating deployment A deep understanding statistical predictive modelling concepts, machine-learning, deep learning models NLP Relevant experience following: Excellent Python, Pyspark, Spark SQL/mysql hands-on experience Excellent hands-on experience Hadoop eco-system (Hive, HDFS, Pig etc.) Excellent experience end end data science workflow, starting data extraction, cleansing, wrangling, modelling deployment production environment deliver business results Familiarity Linux based operating system Familiarity data engineering pipelines Knowledge software development life cycle preferred Experience creating real time rich data visualizations involves large datasets Experience manipulating structured unstructured data sources analysis Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
106,2929,"DBS Treasures Relationship Manager (Offshore) - Indonesia, Consumer Banking Group","DBS Treasures Relationship Manager (Offshore) - Indonesia
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Treasury Marketing,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities Grow strengthen wealth high net-worth individuals families specific market Provide differentiated suite financial analysis advise meet investment needs objectives group sophisticated clients Partner experienced team product specialists, support teams innovative treasury sales dedicated administrative staff members, offer expert guidance customized solutions customers, provide professional service banking, borrowing investment needs round-the-clock Requirements Tertiary qualification 5 years' sales experience consistent sales performance, preferably banking related industries Have good understanding equities, unit trusts personal investment services Strong interpersonal excellent communication skills Ready achieve succeed Focused, disciplined exhibit high personal standards Strong interpersonal excellent communication skills serve offshore clients, candidates speak fluent Bahasa Indonesia English preferred Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
107,2933,"DBS Treasures Relationship Manager (Offshore) - EXPAT, Consumer Banking Group","DBS Treasures Relationship Manager (Offshore) - EXPAT
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Treasury Marketing,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities Grow strengthen wealth high net-worth individuals families specific market Provide differentiated suite financial analysis advise meet investment needs objectives group sophisticated clients Partner experienced team product specialists, support teams innovative treasury sales dedicated administrative staff members, offer expert guidance customized solutions customers, provide professional service banking, borrowing investment needs round-the-clock Requirements Tertiary qualification 5 years' sales experience consistent sales performance, preferably banking related industries Have good understanding equities, unit trusts personal investment services Strong interpersonal excellent communication skills Ready achieve succeed Focused, disciplined exhibit high personal standards Strong interpersonal excellent communication skills serve offshore clients, candidates speak fluent German and/or Dutch preferred Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
108,2939,"DBS Treasures Relationship Manager (Offshore) - Malaysia, Consumer Banking Group","DBS Treasures Relationship Manager (Offshore) - Malaysia
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Treasury Marketing,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities Grow strengthen wealth high net-worth individuals families specific market Provide differentiated suite financial analysis advise meet investment needs objectives group sophisticated clients Partner experienced team product specialists, support teams innovative treasury sales dedicated administrative staff members, offer expert guidance customized solutions customers, provide professional service banking, borrowing investment needs round-the-clock Requirements Tertiary qualification 5 years' sales experience consistent sales performance, preferably banking related industries Have good understanding equities, unit trusts personal investment services Strong interpersonal excellent communication skills Ready achieve succeed Focused, disciplined exhibit high personal standards Strong interpersonal excellent communication skills serve offshore clients, candidates speak fluent Mandarin and/or local dialects preferred Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
109,2953,"Associate / Analyst, Fund Accountant, Institutional Banking Group Operations - SFSO, Technology a...","Associate / Analyst
Fund Accountant
Institutional Banking Group Operations - SFSO
Technology a...",Banking/ Financial Services,Finance & Accounts,Accountant,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Responsibilities Provide timely accurate Client deliverables line agreed service level standards. Work team maker & checker functionality ensure timely accurate input activity static data. Provide support, guidance knowledge processing staff ensure staff aware new procedures, new products, new services. Actively involved conversion new accounts, ensuring set timely, complete accurate. Act backup processing functions particularly processing corporate events pricing securities. Assist drafting Financial statements RAP7 IFRS standards Troubleshooting issues prior querying vendor continue provide support follow vendor issues resolved. Actively involved BCP procedures/tests, preparation documents relating BCP/DR. Actively involved risk procedures/reporting requirements bank standards. Handle queries clients ensure queries responded within agreed service standards. Assist section head projects reduce operational risk improve work process. Assist section head track collate management stats. Requirements Degree holder 2 year related experience General knowledge Portfolio Accounting/Fund Accounting/Registrar Services. Knowledge General Ledger reporting Singapore GAP/RAP7 accounting standards. Able work pressure & work beyond normal working hours necessary. Able communicate effectively (verbal & written) product owner, external customers, counterparties internal BUs. Good team worker/leader, show initiative, support others team necessary. Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
110,2956,"Senior Officer / Officer, Treasures Service Officer, Consumer Banking Group","Senior Officer / Officer
Treasures Service Officer
Consumer Banking Group",Banking/ Financial Services,"Banking, Insurance & Financial Services",Treasury Marketing,,"Business Function As leading bank Asia, DBS Consumer Banking Group unique position help customers realise dreams ambitions. As market leader consumer banking business, DBS full spectrum products services, including deposits, investments, insurance, mortgages, credit cards personal loans, help customers realise dreams aspirations every life stage. Our financial solutions best business – made right you. Responsibilities Achieve service standards set Regional Wealth Segments Treasures Onshore staff develop improve customer satisfaction retention whilst educating customers Asia Treasures Privileges, Service benefits Ensure customer requests dealt timely consistent manner, requests handled high service standards times Ensure results CE11, Customer Satisfaction Surveys related surveys e.g. Quality Visits / Mystery Shopping adhere set standards Participate Service & Process Improvement initiatives team-related activities Reach customers Private Bank / Treasures Private Client / Treasures Centre, manage queues assist seamless delivery service Manage counter transactions cash deposits/withdrawals, remittances Assist documentation handling account openings closures Requirements Minimum years Technical/professional knowledge experience; Polytechnic Diploma, GCE ‘A’ ‘O’ level (minimum 3 ‘O’ level credits), Certificate Business Studies Certificate Office Skills Strong communication people skills Strong branch banking operational knowledge preferred Self-motivated team players good sales/service aptitude would enjoy working fast-paced environment Ability commit shift hours Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
111,2993,"SVP, Head of Regional Risk & Control, Institutional Banking Group Operations, Technology and Oper...","SVP
Head of Regional Risk & Control
Institutional Banking Group Operations
Technology and Oper...",Banking/ Financial Services,"Banking, Insurance & Financial Services",Risk Management,,"Business Function Group Technology Operations (T&O) enables empowers bank efficient, nimble resilient infrastructure strategic focus productivity, quality & control, technology, people capability innovation. In Group T&O, manage majority Bank's operational processes inspire delight business partners multiple banking delivery channels. Job Purpose Responsible overall Ops risk compliance awareness group IBGO across locations. Constantly upskill enhance Ops risk control practices, particular, leverage data analytics drive establish future control framework. Key Accountabilities Closely monitor proactively manage operational risks emerging risks IBGO. Leverage data analytics drive new risk management framework Represent IBGO key forums explain risk initiatives stakeholders. Provide leaderships guidance Network Management Team members. Responsibilities Risk Control Monitor risk landscape, MIS control scorecard analyse IBGO risk profile highlight adverse trends actions Provide risk & control advisory line managers/location risk managers errors, risk events, control lapses, deep dive root cause analysis Review UDMA used IBGO units residual risk acceptance across regions ensure appropriateness approval Drive implement risk & control framework standards across IBGO locations identify, assess, monitor control operational risk Lead manage regional risk & control projects IBGO globally Represent IBGO key risk & control forums, T&O Ops Risk Forum, IBG BCC FCWG Chair IBGO Risk Meeting effectively communicate key risk initiatives control topics location IBGO Heads risk managers Provide trainings raise staff awareness risk & control Network Management Provide leadership formulate strategic plan guide Network Management team members Lead team embark digital transformation journey automate processes efficiency Consolidate key challenges issues reporting FIG Heads make recommendations resolution Meet key management members Nostro agents custodians discuss strategy better services, negotiate fees resolve service quality issues Lead teams conduct service quality survey Nostro agents custodians Perform quality assurance checks high risk areas, dormant Nostro accounts Requirements University degree least 15-20 years experience working financial institutions. Adequate understanding regulatory environment banking Hands experience good appreciation operational risk management, preferably experience leading teams Ability dive details whilst keep sight big picture connect dots Good organization time management skills. Knowledge banking, policies, processes, controls systems Excellent presentation skills Excellent working attitude collaborative working style Team player good inter-personal ability work multiple cross-functional stakeholders Apply Now We offer competitive salary benefits package professional advantages dynamic environment supports development recognises achievements."
112,3001,Business Analyst - Banking wealth management,"Business Analyst
Wealth Management
Business Analyst",IT/ Computers - Software,IT,Business Analyst,,"Key Responsibilities 1. Collaborate various stakeholders defining functional requirements using various elicitation techniques given project scope objectives fulfil business requirement Industries standards. 2. Perform analysis current system behavior identify constraints , dependencies , assumptions risk propose feasible solution along go business process would meet business requirements 3. Identify opportunities improving business process, user interface would enable STP processing business requirements. 4. Liaise multiple vendor/cross product teams reviewing cross functional/ technical/Test case design assist cross functional clarification / issue resolution meet business requirements, project deliverables timelines. 5. Define training material / user manual covering business & system processes end end business requirements. 6. Track progress various SDLC phase highlight project risk take action independently together stakeholders mitigate risk close relationship management & timely manner. 7. Conduct feasibility study, estimate cost , prepare business cases feasible solution considering factor (Infrastructure , Build & maintenance ) Key Requirements 1. Bachelor’s degree equivalent computer science/engineering/finance background. 2. Minimum 4-9 years working experience banking projects. 3. Minimum 3 year business analysis experience large projects latest technology. 4. Track record using multiple SDLC methodologies water fall, Agile. 5. Ability work fast paced team-oriented environment minimum direction seniors 6. Strong conceptual problem solving skills expected demonstrate feasible solution. 7. Wealth management / Wealth Planner / Digital platform experience plus."
