,Unnamed: 0,job_title,skill,job_desc,Industry,Function,Role,Education,job_desc_clean
67,3180,Software Engineer,,"A fast-paced , dynamic and an awesome company that is looking to have new team members who are up for an exciting challenge. JOB PURPOSE/MISSION: The Software Engineer position is responsible for designing, creating and maintaining software applications and working closely with internal and external team to identify requirement, find and implementing solution, document the solution and maintain software application. Key Responsibilities: Analyze requirements and prepare functional and software specifications for software systems solutions Participate in the software design end to end process for existing and new systems to ensure software ready to be used by users Must be able to take initiative and develop approaches and solutions to software problem Design, develop, program and unit test software to ensure address functional and operation requirements Delivering quality software and systems within established guidelines and time frames Core Competencies: Able to rapidly and clearly communicate issues, options, benefits, priorities, and recommendations to technical and business team members Ability to effectively handle multiple tasks concurrently Strong verbal, written and presentation communication skills, excellent computer skills Able to manage and achieve results through multiple, cross-functional teams Skilled in all phases of systems analysis, software development process and/or functional engineering principles Education/Experience Requirements Degree in Computer Science or related field or equivalent experience Three years or more experience in development and testing Experience in full software lifecycle and deliver system that used by multiple users from various organizations Excellent in programming language C# .NET, Android, Java, HTML 5, Python, SQL are mandatory for the candidate. Strong pluses for candidate with great experiences on IIS, Docker, Marathon, Perl, IOS development. Please send your resume in WORD format by clicking the apply button below or contact Preetika Bhatia on +65 6701 1523 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1767372 (Bhatia Preetika).",Recruitment/Staffing/RPO,IT,Software Engineer/ Programmer,,"A fast-paced , dynamic awesome company looking new team members exciting challenge. JOB PURPOSE/MISSION: The Software Engineer position responsible designing, creating maintaining software applications working closely internal external team identify requirement, find implementing solution, document solution maintain software application. Key Responsibilities: Analyze requirements prepare functional software specifications software systems solutions Participate software design end end process existing new systems ensure software ready used users Must able take initiative develop approaches solutions software problem Design, develop, program unit test software ensure address functional operation requirements Delivering quality software systems within established guidelines time frames Core Competencies: Able rapidly clearly communicate issues, options, benefits, priorities, recommendations technical business team members Ability effectively handle multiple tasks concurrently Strong verbal, written presentation communication skills, excellent computer skills Able manage achieve results multiple, cross-functional teams Skilled phases systems analysis, software development process and/or functional engineering principles Education/Experience Requirements Degree Computer Science related field equivalent experience Three years experience development testing Experience full software lifecycle deliver system used multiple users various organizations Excellent programming language C# .NET, Android, Java, HTML 5, Python, SQL mandatory candidate. Strong pluses candidate great experiences IIS, Docker, Marathon, Perl, IOS development. Please send resume WORD format clicking apply button contact Preetika Bhatia +65 6701 1523 confidential discussion. Please note short-listed candidates contacted. CEI Reg. Number R1767372 (Bhatia Preetika)."
69,3273,.NET Software Engineer (Web Applications),"Server
HTML
CSS
PowerShell
C#
windows
SQL
API
software development life cycle
JavaScript
SQL Server",".NET Software Engineer (Web Applications) – 12-Month Contract – Singapore
The ideal fit will –
Design, develop and test custom built full stack applications.
Participate & provide the relevant support in the entire software development life cycle.
Provide continuous post-implementation support and enhancement based on business needs.
Ensure that technical design, development and deployment are carried out according to Development Standards, Procedures and Security Policies.
Responsibilities
Software development on .Net platform
Transformation project participation
Contribute in Development aspect
Technical Must-Haves
More than 60% of your portfolio are build-from-scratch projects
More than 3 years of experience in .Net platform
C#, .Net framework, windows application development, SQL Server
WCF, Web API, HTML, CSS, JavaScript
Big Plus
Enterprise-level software development experience
WPF, SSRS, SSIS, Angular, CI/CD, PowerShell, mobile applications
Agile, Scrum, TDD
Please send your resume in WORD format by clicking the apply button below or contact Rosette Chong at +65 6701 1513 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1658433 (Chong Xinmei).",Recruitment/Staffing/RPO,IT,Software Engineer/ Programmer,,".NET Software Engineer (Web Applications) – 12-Month Contract – Singapore The ideal fit – Design, develop test custom built full stack applications. Participate & provide relevant support entire software development life cycle. Provide continuous post-implementation support enhancement based business needs. Ensure technical design, development deployment carried according Development Standards, Procedures Security Policies. Responsibilities Software development .Net platform Transformation project participation Contribute Development aspect Technical Must-Haves More 60% portfolio build-from-scratch projects More 3 years experience .Net platform C#, .Net framework, windows application development, SQL Server WCF, Web API, HTML, CSS, JavaScript Big Plus Enterprise-level software development experience WPF, SSRS, SSIS, Angular, CI/CD, PowerShell, mobile applications Agile, Scrum, TDD Please send resume WORD format clicking apply button contact Rosette Chong +65 6701 1513 confidential discussion. Please note short-listed candidates contacted. CEI Reg. Number R1658433 (Chong Xinmei)."
73,3550,Software Engineer - Enterprise Core Platform,"Software Engineer
Software Developer
Enterprise Architect
Infrastructure Manager
Engineering Manager
NoSQL
PostgreSQL
Cloud Computing
Cloud Engineer
Enterprise Architecture
Ecommerce
IT architecture
Solution Architect
Technical architect
Solution Arc","Description
Design business critical Enterprise Core Platform according to the industry standard best practices and scrutinize every aspects for possible edge cases and failure scenarios.
Develop, deploy, operate and maintain business critical Enterprise Core Platform for use by various business domains and functions
Improve key business, applications and systems metrics of Enterprise Core Platform.
Go-to expert and decision maker on complex technical and design issues.
Come up with initiatives and build technology building blocks which empower multiple  products and enable low cost entrance to new business models and market.
Steward to software engineering, software architecture, security, testing and API best practices
Requirements
3+ years of experience in engineering organization.
Proven track record in developing and operating core functionality in business critical software as a service, serving multiple B2C business units and/or client companies.
Excellent understanding in both software engineering and business concepts.
Excellent capability to work up and down within technology stack.
Deep understanding in relational database concept, engineering and operations.
Experience in multiple financial services and/or e-commerce industry is preferred.
Experience in NoSQL based large scale database is and advatage
Deep understanding in cloud based infrastructure and operations is preferred.
Deep understanding in PostgreSQL database is preferred.","•
IT/ Computers - Software
•
Dotcom/Internet/E-commerce
•
Any",IT,"•
Software Engineer/ Programmer
•
Team Leader/ Technical Leader
•
System Analyst/ Tech Architect
•
Business Analyst",,"Description Design business critical Enterprise Core Platform according industry standard best practices scrutinize every aspects possible edge cases failure scenarios. Develop, deploy, operate maintain business critical Enterprise Core Platform use various business domains functions Improve key business, applications systems metrics Enterprise Core Platform. Go-to expert decision maker complex technical design issues. Come initiatives build technology building blocks empower multiple products enable low cost entrance new business models market. Steward software engineering, software architecture, security, testing API best practices Requirements 3+ years experience engineering organization. Proven track record developing operating core functionality business critical software service, serving multiple B2C business units and/or client companies. Excellent understanding software engineering business concepts. Excellent capability work within technology stack. Deep understanding relational database concept, engineering operations. Experience multiple financial services and/or e-commerce industry preferred. Experience NoSQL based large scale database advatage Deep understanding cloud based infrastructure operations preferred. Deep understanding PostgreSQL database preferred."
74,3556,Software Engineer - Backend,"HTML
CSS
Php developer
Node.js
JavaScript
Angular JS
Jscript
React.Js
Mysql
MariaDB
PostgreSQL
AWS
Backend
Developer
Full Stack Developer
Ecommerce
Ecommerce Development","This posting is on behalf of client of HackerTrail.
The Role
You’ll have front seat experience in impacting women across the globe through fashion and technology. You’ll have the opportunity to work across both online and offline internet products that creates delightful shopping experiences for women around the world.Our community is well known for their passion and love of life; let’s create the best products to further enhance their experience. Most importantly, you’ll be part of an amazing journey of building the best technology teams in the region.
Main Responsibilities
Build and implement a middleware between e-Commerce platform and ERP system to meet business process needs
Develop and implement standard processes for installation, maintenance and enhancement of middleware applications
Design and develop new internal tools for business team, including but not limited to, Finance, Planning, Merchandising, Operations, Design.
Drive a project from prototype phase to production and work closely with product managers and business stakeholders
Optimize existing code to improve load and render time
Improve code quality with unit tests
Job Requirement
A self starter with a strong work ethic and ‘get things done’ attitude
A genuine curiosity to know how things work and how to make them better
Love solving business problems and a knack for doing it in a creative manner
Humility and self confidence
A high attention to detail
Good relationship management and ability to work with Product team
Qualifications & Experience
Proficiency in HTML, CSS, Javascript
Experience in programming language PHP and NodeJS
Experience in at least one Javascript UI libraries/framework such as Knockout, Angular, React or Vue
Experience in at least one of CSS preprocessor such as LESS or SASS
Experience in developing and deploying in cloud using AWS
Experience in relational databases such as MySQL, MariaDB or PostgreSQL
Experience in writing REST APIs
Open in giving and receiving feedback
Experience in functional programming and reactive programming
A degree or higher in Computer Science, Software Engineering, Information Technology or other related technical disciplines
3+ years of experience, preferably some domain experience in e-commerce industry","•
IT/ Computers - Software
•
Dotcom/Internet/E-commerce
•
Any",IT,"•
Software Engineer/ Programmer
•
Team Leader/ Technical Leader
•
Technical Support Engineer
•
System Analyst/ Tech Architect",,"This posting behalf client HackerTrail. The Role You’ll front seat experience impacting women across globe fashion technology. You’ll opportunity work across online offline internet products creates delightful shopping experiences women around world.Our community well known passion love life; let’s create best products enhance experience. Most importantly, you’ll part amazing journey building best technology teams region. Main Responsibilities Build implement middleware e-Commerce platform ERP system meet business process needs Develop implement standard processes installation, maintenance enhancement middleware applications Design develop new internal tools business team, including limited to, Finance, Planning, Merchandising, Operations, Design. Drive project prototype phase production work closely product managers business stakeholders Optimize existing code improve load render time Improve code quality unit tests Job Requirement A self starter strong work ethic ‘get things done’ attitude A genuine curiosity know things work make better Love solving business problems knack creative manner Humility self confidence A high attention detail Good relationship management ability work Product team Qualifications & Experience Proficiency HTML, CSS, Javascript Experience programming language PHP NodeJS Experience least one Javascript UI libraries/framework Knockout, Angular, React Vue Experience least one CSS preprocessor LESS SASS Experience developing deploying cloud using AWS Experience relational databases MySQL, MariaDB PostgreSQL Experience writing REST APIs Open giving receiving feedback Experience functional programming reactive programming A degree higher Computer Science, Software Engineering, Information Technology related technical disciplines 3+ years experience, preferably domain experience e-commerce industry"
78,3679,Senior Software Engineer,"Software Developer
OOP
Design Patterns
Java J2EE
Spring / Hibernate
Node JS
Data Modeling","Company : Shell Infotech
Position : Senior Software Engineer
Exp ; 5-10 Years
Type : 1 Year Contract (Renewable Based on Performance)
Location : Singapore Jurong East
Notice : 1 Month.
JD As Below :
Job Title: Senior /Software Engineer
Job Description:
• Participate in developing high availability, scalable smart nation / Internet of Things (IoT) platform products
• Perform efficient, maintainable, reliable software design, coding, unit testing and integration
• Deliver software products with a high level of quality and customer satisfaction
• Evaluate / apply state-of-the-art technologies, tools, programming techniques, and computing equipment
Job Requirement:
• Degree in Computer Science, IT, Engineering or equivalent
• Minimum 3~5 years of working experience in software development
• Complete at least 1 full SDLC cycle in a sizable software system development project
• Solid background in OOP and knowledge of software design patterns/ best practices and software development process is essential
• Specialized in developing scalable enterprise and web based applications using Java/J2EE, Spring/Hibernate framework
• Strong Hands-on experience with Frameworks like NodeJS, Html5, CSS3, JQuery, Bootstrap, AngularJS etc.
• Hands-on experience/knowledge on Data modelling, Database/XML interaction & No-SQL technologies like MongoDB, Cassandra etc.
• Experience in Micro Service Architecture implementation and web servers & application servers such as Apache, Nginix & Tomcat
• Desirable to have Networking background experience
• Knowledge on DevOp process and code quality analysis is value add
• Exposure and knowledge on Linux and Bash shell scripts is a plus
• Experience of Agile Scrum development practices is a plus
• Good understanding of IOT standards/technologies like LoRaWAN, NB-IoT, Sigfox will be an advantage
• A high sense of ownership, passion, and conviction.",IT/ Computers - Software,IT,Software Engineer/ Programmer,,"Company : Shell Infotech Position : Senior Software Engineer Exp ; 5-10 Years Type : 1 Year Contract (Renewable Based Performance) Location : Singapore Jurong East Notice : 1 Month. JD As Below : Job Title: Senior /Software Engineer Job Description: • Participate developing high availability, scalable smart nation / Internet Things (IoT) platform products • Perform efficient, maintainable, reliable software design, coding, unit testing integration • Deliver software products high level quality customer satisfaction • Evaluate / apply state-of-the-art technologies, tools, programming techniques, computing equipment Job Requirement: • Degree Computer Science, IT, Engineering equivalent • Minimum 3~5 years working experience software development • Complete least 1 full SDLC cycle sizable software system development project • Solid background OOP knowledge software design patterns/ best practices software development process essential • Specialized developing scalable enterprise web based applications using Java/J2EE, Spring/Hibernate framework • Strong Hands-on experience Frameworks like NodeJS, Html5, CSS3, JQuery, Bootstrap, AngularJS etc. • Hands-on experience/knowledge Data modelling, Database/XML interaction & No-SQL technologies like MongoDB, Cassandra etc. • Experience Micro Service Architecture implementation web servers & application servers Apache, Nginix & Tomcat • Desirable Networking background experience • Knowledge DevOp process code quality analysis value add • Exposure knowledge Linux Bash shell scripts plus • Experience Agile Scrum development practices plus • Good understanding IOT standards/technologies like LoRaWAN, NB-IoT, Sigfox advantage • A high sense ownership, passion, conviction."
82,3810,"Software Engineer (Up to S4.9k, C++ C# and SQL, West)","Software Engineer
Software Engineering
c+Software developer
Software programmer
c++
C C Java
C Developer
C++ Developer
Designer
C Programmer","Basic Information
· Availability: Immediate
· Duration: Permanent
· Location: Near to Joo Koon
· Working Hours: Office hours
· Pay: S$$2.5k to $4.9k (depending on experience and qualifications)
Responsibilities:
· Design, implement, and maintain in-house software
· Develop enhancement with software to meet customer needs
· Execute software architectural and development processes
· Provide software engineering support
· Agile software prototyping and development
· Software corrective and preventive maintenance
· Technical research and presentations
· Implement and track SDLC
Requirements:
· Degree in Computing/Engineering/Information Systems/Computer Science from an accredited institution
· Software development experience
· Knowledge in C++, basic C# and SQL
· Good interpersonal and communication skills
· Required to travel on a occasional basis
*Interested applicants, please contact 98221115 for further discussions or send in your resume to josephyap@recruitfirst.com.sg
All applications will be treated with strictest confidentiality. We regret that only shortlisted candidates will be notified. Thank you.
RecruitFirst Pte Ltd E.A. 13C6342
Yap Shi Hao Joseph (R1767577)",(Candidates authorized to work in the above mention countries are also eligible to apply),"•
IT/ Computers - Hardware
•
IT/ Computers - Software
•
Law Enforcement/Security Services",IT,"•
Software Engineer/ Programmer
•
Testing
•
Systems Engineer
•
Project Co-ordinator","Basic Information · Availability: Immediate · Duration: Permanent · Location: Near Joo Koon · Working Hours: Office hours · Pay: S$$2.5k $4.9k (depending experience qualifications) Responsibilities: · Design, implement, maintain in-house software · Develop enhancement software meet customer needs · Execute software architectural development processes · Provide software engineering support · Agile software prototyping development · Software corrective preventive maintenance · Technical research presentations · Implement track SDLC Requirements: · Degree Computing/Engineering/Information Systems/Computer Science accredited institution · Software development experience · Knowledge C++, basic C# SQL · Good interpersonal communication skills · Required travel occasional basis *Interested applicants, please contact 98221115 discussions send resume josephyap@recruitfirst.com.sg All applications treated strictest confidentiality. We regret shortlisted candidates notified. Thank you. RecruitFirst Pte Ltd E.A. 13C6342 Yap Shi Hao Joseph (R1767577)"
84,3858,Senior Software Engineer (Data storage/Up to 8000/East/MNC),"Senior Software Engineer-Java
JavaScript
jQuery
HTML
XML
JSON
SQL","Our client is an established company in Security Solution. They are looking for Senior Software Engineer in this space to grow with them.
Job Responsibilities:
Responsible for all stages of Software Development Life Cycle of integrated solutions/systems, including performance and maintenance of these solutions/systems
Prepare test plans, user guides, and training materials including the conduct of these activities
Manage and coordinate the deliverables by software engineers and external partners
Provide technical guidance to software engineers during software development and issue resolution
Provide technical guidance including resolving critical technical issues and coaching to software engineers
Lead the evaluation of new systems and tools as well as Proof of Concepts
Develop high-level design specifications with attention to overall system integration and feasibility
Define all aspects of technical development from appropriate technology and workflow to coding standards and quality control
Provide assistance to the tender bidding team in the form of recommendations/feedback to the proposed solutions
Responsible to support Architecture Design during Pre-Sales and Implementation phase
Job Requirements:
Degree in Computer Science/Information Systems/Engineering or equivalent
At least 3 years of experience in similar context
Proficient in at least 2 languages : Java, JavaScript, JQuery, HTML, XML, JSON, SQL
Implementation of Business Intelligence/Analytics solutions
Extraction-Transformation-Load tools; e.g. Informatica Power Center, Data Stage, Talend
Business Intelligence/Analytics tools; e.g. Business Objects, Tableau, Cognos, SAS
Unstructured Database; e.g. MongoDB
Relational Database; e.g. MSSQL, Oracle
Knowledge in one or more is advantage: Linux , Shell Script, Message Queue; e.g. RabbitMQ or equivalent, Big Data / Hadoop
Qualified or interested candidates, please submit your updated resume in MS format to meizi.loh
@ackermanglobal.com
Please include the following information in your resume:
• Personal Particulars with Recent Photograph
• Education background
• Work experiences in point forms
• Reason(s) for leaving
Ackerman Global Search Pte Ltd
Agency Registration Number: 11C4792
EA Personnel Registration Number:R1765826",Law Enforcement/Security Services,IT,"•
Software Engineer/ Programmer
•
Testing","Bachelors
Degree
Diploma
Non Degree Tertiary","Our client established company Security Solution. They looking Senior Software Engineer space grow them. Job Responsibilities: Responsible stages Software Development Life Cycle integrated solutions/systems, including performance maintenance solutions/systems Prepare test plans, user guides, training materials including conduct activities Manage coordinate deliverables software engineers external partners Provide technical guidance software engineers software development issue resolution Provide technical guidance including resolving critical technical issues coaching software engineers Lead evaluation new systems tools well Proof Concepts Develop high-level design specifications attention overall system integration feasibility Define aspects technical development appropriate technology workflow coding standards quality control Provide assistance tender bidding team form recommendations/feedback proposed solutions Responsible support Architecture Design Pre-Sales Implementation phase Job Requirements: Degree Computer Science/Information Systems/Engineering equivalent At least 3 years experience similar context Proficient least 2 languages : Java, JavaScript, JQuery, HTML, XML, JSON, SQL Implementation Business Intelligence/Analytics solutions Extraction-Transformation-Load tools; e.g. Informatica Power Center, Data Stage, Talend Business Intelligence/Analytics tools; e.g. Business Objects, Tableau, Cognos, SAS Unstructured Database; e.g. MongoDB Relational Database; e.g. MSSQL, Oracle Knowledge one advantage: Linux , Shell Script, Message Queue; e.g. RabbitMQ equivalent, Big Data / Hadoop Qualified interested candidates, please submit updated resume MS format meizi.loh @ackermanglobal.com Please include following information resume: • Personal Particulars Recent Photograph • Education background • Work experiences point forms • Reason(s) leaving Ackerman Global Search Pte Ltd Agency Registration Number: 11C4792 EA Personnel Registration Number:R1765826"
90,4026,Senior/Software Engineer (AI Technology),"Java
HTML
JavaScript
REST API
MQ
Database","Responsibility:
Create social solutions with advance AI technologies.
Hands-on installation of technologies, setting up development environment, coding from scratch, automating build and deployment.
Understand the intent of a concept and work closely with other team members to turn it into minimal viable product.
Own and maintain solutions in a demonstrable state always.
Support solution presentation during customer visits and exhibitions. Travels may be required.
Any other ad-hoc duties as required or assigned
Requirements;
Bachelor of Computer Science and equivalent or higher.
5 years of hands-on experience in implementation of web-based Java applications and its backend components with Java, HTML, JavaScript, REST API, MQ, Database, NOSQL and RWD.
Hands-on experience in turning concepts into detailed designs, quality codes and eventually demonstrable software.
Interest in non-routine software/system related tasks. Ability to analyse and troubleshoot N-tier application systematically to resolve issues.
Passion to tackle technically challenging problems and have self-learning initiatives to make the solutions complete.
Bonus: Healthcare/Transport/Traffic domain, GIS, OpenCV, Big Data and/or machine learning experience
Candidates with 8 years of relevant experience will be considered for Senior role, would also require:
Possess broad knowledge on latest tools and technologies.
Prior experience in leading the architecture in smaller scale initiatives.
Mentor to software engineers with less experience.
EAP No. R1548171
EA Licence No. 95C5411",IT/ Computers - Software,IT,Software Engineer/ Programmer,,"Responsibility: Create social solutions advance AI technologies. Hands-on installation technologies, setting development environment, coding scratch, automating build deployment. Understand intent concept work closely team members turn minimal viable product. Own maintain solutions demonstrable state always. Support solution presentation customer visits exhibitions. Travels may required. Any ad-hoc duties required assigned Requirements; Bachelor Computer Science equivalent higher. 5 years hands-on experience implementation web-based Java applications backend components Java, HTML, JavaScript, REST API, MQ, Database, NOSQL RWD. Hands-on experience turning concepts detailed designs, quality codes eventually demonstrable software. Interest non-routine software/system related tasks. Ability analyse troubleshoot N-tier application systematically resolve issues. Passion tackle technically challenging problems self-learning initiatives make solutions complete. Bonus: Healthcare/Transport/Traffic domain, GIS, OpenCV, Big Data and/or machine learning experience Candidates 8 years relevant experience considered Senior role, would also require: Possess broad knowledge latest tools technologies. Prior experience leading architecture smaller scale initiatives. Mentor software engineers less experience. EAP No. R1548171 EA Licence No. 95C5411"
92,4132,Senior Software Engineer,"C++
VC++
MFC
SQL
OOP
Servo
Stepper Motion controller
Analog Device
High speed I/O","SENIOR SOFTWARE ENGINEER
RESPONSIBILITIES
Development of new process control software
Debug existing source codes and refine feature sets
Knowledge in Designing and developing machine control software for automated semiconductor equipment.
Integration of software component or OEM equipment into a fully functional software system
Demonstrating solutions by developing documentation, flowcharts and code comments
Producing well organized, optimized, testable and efficient code for software released quality assurance
Development of software solution by studying information needs, conferring with users, studying system flow,
data usage and work process, investigating problem areas following the software development life cycle
Determining operational feasibility by evaluating analysis, problem definition, requirements, solution
development and propose sequencing and coding solutions
Improvement of equipment performance by conducting system analysis, recommending changes in
process/procedures
Support on-site installation and field service upgrading works
REQUIREMENTS:
Degree in Mechatronics/Computer Science or Engineering
Minimum 5 years’ experience in programming on Windows (XP and above) environment.
Proficiency with C++, VC++, MFC, SQL and OOP.
Knowledge in designing GUI and familiarity with SEMI SECS/GEM, C# and WPF programming will be an added advantage
Hardware experience in using Servo, Stepper Motion controller, Analog Device and High speed I/O.
Good knowledge in developing multi-threaded control software, equipment connectivity standard.
Strong general programming skills, software debugging and execute full lifecycle software development",IT/ Computers - Software,IT,Software Engineer/ Programmer,,"SENIOR SOFTWARE ENGINEER RESPONSIBILITIES Development new process control software Debug existing source codes refine feature sets Knowledge Designing developing machine control software automated semiconductor equipment. Integration software component OEM equipment fully functional software system Demonstrating solutions developing documentation, flowcharts code comments Producing well organized, optimized, testable efficient code software released quality assurance Development software solution studying information needs, conferring users, studying system flow, data usage work process, investigating problem areas following software development life cycle Determining operational feasibility evaluating analysis, problem definition, requirements, solution development propose sequencing coding solutions Improvement equipment performance conducting system analysis, recommending changes process/procedures Support on-site installation field service upgrading works REQUIREMENTS: Degree Mechatronics/Computer Science Engineering Minimum 5 years’ experience programming Windows (XP above) environment. Proficiency C++, VC++, MFC, SQL OOP. Knowledge designing GUI familiarity SEMI SECS/GEM, C# WPF programming added advantage Hardware experience using Servo, Stepper Motion controller, Analog Device High speed I/O. Good knowledge developing multi-threaded control software, equipment connectivity standard. Strong general programming skills, software debugging execute full lifecycle software development"
94,4218,Sr SOFTWARE ENGINEER (Permanent with Client),"Java EE
Spring
Hibernate
Css
Java Script
Web Designing
Mysql
AWS
Github
Devops","SENIOR SOFTWARE ENGINEER (Permanent with Client)
Work Location : Kallang
Role: Permanent with Client .
About our Client : A telehealth company founded in Singapore that aims to improve healthcare delivery and accessibility to basic healthcare services for both care-seekers and provider
We are looking for a Senior Software Engineer who possesses a passion for pushing web & mobile technologies to the limits and has knowledge of web and mobile platforms.
Responsibilities:
•	Collaborate with cross-functional teams to define, design, and ship new features
•	Continuously discover, evaluate, and implement new technologies to maximize development efficiency
•	Ensure the performance, quality, and responsiveness of applications
•	Identify and correct bottlenecks
•	Help maintain code quality, organisation, and automatization
•	Develop applications for time-sensitive projects while considering business/system requirements
Requirements:
•	Education in Computer Science, Information Systems or a related subject
• 2+ years of experience working on enterprise level java application
• 2+ years of experience with Spring framework.
•	Exposure to Liferay 7
•	Strong grasp of Javascript, CSS, and UI/UX standards
•	Experience with MySQL and AWS
•	Understanding of web design principles and interface guidelines
Good To Have:
•	Github repository containing previous work
•	Dev Ops experience
•	Experience with setting up and using Elasticsearch
Brief about Optimum Solutions Singapore,
www.theoptimum.net
We are a Singapore based global IT services firm. Having started in 1997, we have grown to over 2300 employees in Asia with offices in India, China, Philippines, Malaysia and Hong Kong",(Candidates authorized to work in the above mention countries are also eligible to apply),IT/ Computers - Software,IT,,"SENIOR SOFTWARE ENGINEER (Permanent Client) Work Location : Kallang Role: Permanent Client . About Client : A telehealth company founded Singapore aims improve healthcare delivery accessibility basic healthcare services care-seekers provider We looking Senior Software Engineer possesses passion pushing web & mobile technologies limits knowledge web mobile platforms. Responsibilities: • Collaborate cross-functional teams define, design, ship new features • Continuously discover, evaluate, implement new technologies maximize development efficiency • Ensure performance, quality, responsiveness applications • Identify correct bottlenecks • Help maintain code quality, organisation, automatization • Develop applications time-sensitive projects considering business/system requirements Requirements: • Education Computer Science, Information Systems related subject • 2+ years experience working enterprise level java application • 2+ years experience Spring framework. • Exposure Liferay 7 • Strong grasp Javascript, CSS, UI/UX standards • Experience MySQL AWS • Understanding web design principles interface guidelines Good To Have: • Github repository containing previous work • Dev Ops experience • Experience setting using Elasticsearch Brief Optimum Solutions Singapore, www.theoptimum.net We Singapore based global IT services firm. Having started 1997, grown 2300 employees Asia offices India, China, Philippines, Malaysia Hong Kong"
95,4266,"Software Engineers (C++, C#, Java) – Permanent position.","C++
C#
Java","Software Engineers (C++, C#, Java) – Permanent position.
Requirements:
Diploma/ Degree in IT or equivalent.
At least 3+ years of experience in Software development.
Experience in C++ programming using Object Oriented methodology.
Have done C#, Java or C++ programming using Object Oriented methodology will be considered.
Excellent communication and presentation skills.
Interested applicants please send your updated resume to
feroz@shellinfotech.com
Please mention you’re present and expected salary, and availability.",IT/ Computers - Software,IT,"•
Software Engineer/ Programmer
•
System Analyst/ Tech Architect
•
Other Information Technology","Bachelors
Degree","Software Engineers (C++, C#, Java) – Permanent position. Requirements: Diploma/ Degree IT equivalent. At least 3+ years experience Software development. Experience C++ programming using Object Oriented methodology. Have done C#, Java C++ programming using Object Oriented methodology considered. Excellent communication presentation skills. Interested applicants please send updated resume feroz@shellinfotech.com Please mention you’re present expected salary, availability."
96,4281,Software Engineer,"C#
C++
Java
Python
Linux
Embedded C
wireless protocol","1. Embedded software development for the Automotive Industry will be preferred but not a must
2. Develop Real Time Embedded Systems,
3. Software Coding, design, development, review, test, project deployment
4. Carry out System Integration of independent embedded modules into a coherent system
5. On-site installation, support of customer issues, site testing and trial, commissioning
6. Generate software specifications, documentation
7. Perform software configuration management
Requirements
1. Bachelor in Software/Computer/Electrical Engineering or Computer Science
2. Minimum 3 years of relevant working experience as a Software Engineer or related positions
3. Experience in full software development life cycle for embedded system,
4. Proficient in object-oriented programming and design in c/c++/c#/Java/Python/Linux shell scripts under Windows/Linux Environments.
5. Experiences in Wireless communication system / protocols - RF/WIFI/BT/DSRC communication will be added advantage
6. Experience in Serial Bus communication such as CAN, RS422/RS485, RS232, SPI, I2C, etc",Automotive/ Ancillaries,IT,Software Engineer/ Programmer,,"1. Embedded software development Automotive Industry preferred must 2. Develop Real Time Embedded Systems, 3. Software Coding, design, development, review, test, project deployment 4. Carry System Integration independent embedded modules coherent system 5. On-site installation, support customer issues, site testing trial, commissioning 6. Generate software specifications, documentation 7. Perform software configuration management Requirements 1. Bachelor Software/Computer/Electrical Engineering Computer Science 2. Minimum 3 years relevant working experience Software Engineer related positions 3. Experience full software development life cycle embedded system, 4. Proficient object-oriented programming design c/c++/c#/Java/Python/Linux shell scripts Windows/Linux Environments. 5. Experiences Wireless communication system / protocols - RF/WIFI/BT/DSRC communication added advantage 6. Experience Serial Bus communication CAN, RS422/RS485, RS232, SPI, I2C, etc"
