,job_title,skill,job_desc,Industry,Function,Role,Education
3453,Business Analyst (Corporate Banking),"Business Analyst
Corporate Banking
Visio
Powerpoint
Excel
SQL
Requirement Gathering
Requirement Analysis
Digital Banking
Trade Banking
Project Management
SDLC","Engagement with business, capture business requirements accurately, comprehensively and without ambiguity, facilitate traceability and in harmony with existing system functionality
Play a consultant role to business in coming with multiple options for solutions and initiatives
Coordinate internal/business review and get business signoff for the project cost, plan, specifications etc
Be the bridge between business and Delivery team during all phases of SDLC
Know market intelligence, regulatory requirements for trade finance business
Key Roles and Responsibilities:
To engage business managers and end users to understand requirements
Elicit requirements, prioritise and analyse requests, design business processes, workflows and user interfaces, review of functional specifications and data mapping templates
Perform specific cross-asset class analysis on in scope countries to aid decision-making on the most appropriate solution, for e.g. entities in scope, unique identifiers etc
Work with Delivery and Project Office as well as other internal IT departments, IS and vendor organizations to design optimal solutions, ensure requirements are transformed into effective solutions, within cost and schedules and quality adhering to the bank’s standards, guidelines and policies
Involve in high level technical design/implementation discussions and contribute from business perspective
Prepare / review test scenarios and test cases, support test utility team for SIT, support user for UAT and other related activities to ensure business needs are met
Ensure gaps in deliverables are identified early and addressed effectively
Ensure Business stakeholders' expectations are met
Collaborate with Application / Service Owners as the Process Management counterpart in the management of service
Provide thought leadership within own area of responsibility and BA profession within the bank
Champion the bank's compliance policies, banking secrecy / data privacy
Monitor / keep on top of legislative and regulatory reporting requirements in all in-scope countries
Provide SME support to extended IT teams such as EDW by articulating requirements
Provide support to architecture committee and project teams to ensure that target operating models are progressing in line with the preferred strategic architecture / chosen architectures
Prepare and deliver selective analysis presentations to aid decision-making by governance forums and facilitate sessions when required
Attend working group calls, operating committee meetings and other relevant meetings when required
Other similar support activities as required
Requirement
Strong business knowledge of corporate banking, preferably in the areas of Trade or Digital Banking
Strong analytical skills with the ability to assimilate information quickly and gain consensus from multiple stakeholders when required
Good oral and written communication skills, including documentation and presentation skills
Comfortable communicating across business divisions and levels of seniority
Strong team player with the ability to take ownership and deliver independently
Able to work under pressure with tight deadlines and/or multiple projects
Strong interpersonal skills required to liaise with other subject matter experts to problem solving issues or generating ideas
Experience and ability to work in a culturally diverse and geographically distributed team
Experience in negotiation and conflict resolution
Possess initiative, drive and excellent attention to detail
Good cross product knowledge
Understanding of technology and development lifecycle
Experience in tools such as Visio, Powerpoint, Excel, SQL
Familiar with object-oriented architectural concepts
Familiar with database concepts, specifically Oracle
please email your resume (PDF format preferred) to 6fpjcw321s7o9kqhfy1t_ocbc@jobs.hackertrail.com
Disclaimer: This job is posted on behalf of our client and as such HackerTrail.com will make recommendations to you on other job opportunities that align to your profile. We take your personal information and privacy seriously. Take a look at our Privacy Policy for details: https://www.hackertrail.com/public/privacy",Banking/ Financial Services,"•
IT
•
Banking, Insurance & Financial Services",Business Analyst,
3476,"VP / AVP, Technical Project Manager (Payments Platform), Institutional Banking Group Tech, Techno...","VP / AVP
Technical Project Manager (Payments Platform)
Institutional Banking Group Tech
Techno...","Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
Responsibilities
Manage multiple technical & business initiated Mobile projects from initiation through implementation including phases such as planning, analysis, design/development, implementation & post go live support
Has sufficient understanding /subject matter expertise and preparedness of information to effectively communicate key messages across matrix project teams, IT or Business teams. Communicates confidently with Directors. Provides proactive communications to key Stakeholders
Resolves issues through mediation, negotiation with project team, or escalation with Matrix/Lead PM.
Escalation Management - Knows when/what to escalate and to whom. Demonstrates ability to prioritize issues on the critical path accounting for multiple factors. Understands subject matter to facilitate meaningful issue and risk discussions
Establishes project requirements, priorities, and deadlines. Ensures project is completed in accordance with all Risk, Architecture and other relevant guidelines. Coordinates resources (staff, equipment, vendors and consultants) across projects
Understands the cost elements that are included in a project budget that make up the business case. Provides input/manages the completion of the business case. Proactively seeks understanding of project hours’ variances and influences timely resolution
Manage budget for assigned project, monitors project progress and adjusts resources and priorities accordingly
Integration Management - Successfully can integrate planning tasks across multiple projects within LOB
Resource Management - Identifies and negotiate resource needs for project. Successfully ensures business counterpart readiness activities complete and takes ownership for entire end-to-end project
Scope Prioritization - Ability to manage project scope and work with the team to recommend options. Demonstrates understanding of subject matter needed to drive value delivery decisions
Proactively provides constructive performance feedback to Resource Managers on project resources as well as seeks feedback on his/her own performance
Motivates team members to get the best results. Global management, time zones and off shore resource coordination
Empowers the project leads to make quality decision in a timely manner. Ability within team to assess situations and make appropriate, effective, timely project decisions. Accepts accountability for decisions. Makes decisions in a timely manner, sometimes with incomplete information and under tight timelines and pressure
Understands organizational structure to influence and obtain agreement from Matrix or Project Leads. Knows who/where to pursue information within the organization and applies towards removing team obstacles. Has developed sufficient subject matter expertise to determine path needed to pursue
Understands strong controls and audit requirements; ensures project aligns with established practices. Project Artifacts Posting: ensure accuracy, timeliness and quality of products. Remediates all known compliance issues in a timely fashion to ensure on-time project delivery
Requirements
7-10 years of overall experience, with 5+ years of experience in Banking Domain
3+ years of experience in working Agile Methodology (Scrum & Kanban)
5+ years of experience in working with Waterfall methodology
2-3 years’ experience in working in project finance & understand basic finance concepts like CAPEX, OPEX, Depreciation, Ownership etc
3-5 years of experience in working with mobile applications & understand concepts like webserver, appserver, DB, Loadbalancer, Caching etc
3+ years’ experience in Project Task Estimation, Resource Scheduling, Risk Management, Issue Management
Highly organized; disciplined project management skills (setting deliverables, timelines, budgets, forecasts) Ability to manage and coordinate multiple streams of work simultaneously and effectively resolve issues and conflicts to insure timely delivery
Familiarity with various systems used in banking domain
ITIL certification preferred
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,IT,Project Management,
3478,"AVP/Senior Associate, Sales Surveillance, Private Banking, Consumer Banking Group","AVP/Senior Associate
Sales Surveillance
Private Banking
Consumer Banking Group","Business Function
DBS’ Private Banking offers a one-stop, full-service touch-point for total banking requirements and provides the highest level of personalised banking. We have a team of dedicated, experienced investment advisors who identify opportunities in the various asset classes and employ the best strategies and product vehicles to cater to each client’s needs. Coupled with partnerships within the DBS network and with global institutions, we strive to build long-term relationships with our Private Banking clients in Asia by providing them with high quality, timely and extensive wealth management, investment and financial solutions.
Responsibilities
Assist to perform Sales Surveillance control checks and any ad-hoc control-assurance check.
Escalate to management on a timely manner on any non-compliance on sales process.
Review, update and implement related policies, procedures and control measures to ensure compliance with regulatory requirements.
Assess and identify any internal control weakness and implement the necessary rectification or changes in control procedures.
Work with Front Office and Management on control related matters and escalate issues to Management, where appropriate.
Liaise with various internal departments including Legal and Compliance, Internal Audit, IT, Operations, Sales Support, training and Ops Risk team.
Prepare Sales Surveillance reports for management.
Assist to review control assurance process for improvement.
Participate in projects representing Sales Surveillance team for control assurance requirement.
Conduct Sales Process training to sales staff.
Requirements
Degree holder with at least 5 years of relevant working experience in the private wealth environment. Necessary to have field experience of risk & controls management, internal audit or compliance.
Possess good interpersonal and communication skills.
Ability to work independently and as part of a team.
Self-motivated, organised, meticulous with good analytical skills.
Ability to take on responsibility and challenges.
Good working knowledge of MS Office e.g. Word, Excel and PowerPoint.
Good understanding of relevant MAS rules, regulations, practices and guidelines will be an advantage.
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,
3503,"AVP / Senior Associate, Java Developer (Payments Platform), Institutional Banking Group Technolog...","AVP / Senior Associate
Java Developer (Payments Platform)
Institutional Banking Group Technolog...","Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
Responsibilities
Java developer responsibilities include designing and developing high-volume, low-latency applications for mission-critical systems and delivering high-availability and performance
Ensure team develops well designed, efficient and testable code
Prepare and produce releases of software components
Contribute in all phases of the development lifecycle
Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review
To perform problem investigation and work with delivery/vendor teams to closure
Requirements
Work with the development team to develop, test and maintain the systems.
Ensure high quality and on-time deliverables while adhering to development principles.
At least 6-10 year’s experience on applications development for open systems.
Ability to code advance Java.
Hand-on experience in Spring Boot, Spring Batch, Spring Data, Hibernate
Hand-on experience developing webservice or rest services
Hand-on experience with relational databases preferably MariaDB.
Familiar with Mobile application development.
Familiar with messaging technologies like JMS.
Familiar with modern application design using micro-services and use of CI/CD tools such as GIT, Jenkins, Maven, SonarQube, JIRA.
Familiar with JBoss, Apache Tomcat, Linux, Unix, Windows.
Familiar with OAuth2.0 protocol
Hands-on experience in coding and have track record of successful implementations using these technologies.
Knowledge of Agile methodologies and design principles.
Possess excellent verbal and written communication skills.
Excellent team player and strong interpersonal skills
Proactive and able to work under pressure, strong problem-solving skills and positive ""can do"" attitude.
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,IT,Other Information Technology,
3512,"VP / AVP, Senior Business Analyst (Payments Platform), Institutional Banking Group Technology, Te...","VP / AVP
Senior Business Analyst (Payments Platform)
Institutional Banking Group Technology
Te...","Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
Responsibilities
Collaborate with business users and vendors/partners for solution planning and integration
Manage cross functional/matrix business stakeholders on solution requirement including mapping business processes, establishing project scope, goals and key value creation
Work closely with business stakeholders and system development team to gather requirements, Functional Specification Developments
Facilitate conflict resolution and able to influence business and technical stakeholders towards a common objective
Work with respective stakeholders on UAT planning, execution, identifying project risk and critical paths
Provide project dashboard reporting and metrics to business sponsor and key stakeholders
Coordinate with country business and technical stakeholders to ensure smooth cutover during schedule releases
Work with business and production management teams to prioritize and resolve critical production issues
Owns and manages process repository and is responsible for maintenance of all processes in the domain/sub-domain (Business Process Management)
Requirements
Analytical and with drive to solve problems
Excellent verbal and written communication and good presentation skills
The ability to interact professionally with a diverse group, including executives, subject matter experts, developers
Pro-active and able to organize, coordinate, and direct users and teams
Familiar with project management and SDLC process and writing Business Requirement Document & Functional Specification
Process positive attitudes and able to adopt to changes fast
Working experience in Banking environments will be an advantage
Having mobile applications and payments knowledge will be an advantage
Delivery focused and results oriented
Attention to details and highly organized and able to work under pressure in a time-critical environment
Ability to work independently, and keep calm when under stress
Knowledge (Domain and Technologies)
Microsoft Excel/Powerpoint/Projects/Word/Visio
Autonomy suite of products or CMS related systems
FX dealing for cross currency payments
Understanding of GIRO/FAST/FX Trading/Clearing/SWIFT/payment gateway will be a plus
Content Management Concepts/Lifecycle
High level understanding of web/mobile/payments technologies
Experience in handling requirements associated with UI/UX
Understanding and hands-on experience in both Agile and Waterfall approaches in SDLC
Familiar with HPQC, Jira and Confluence tools will be an advantage
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,IT,Business Analyst,
3530,"AVP / Senior Associate, Risk & Control Manager, Institutional Banking Group Technology, Technolog...","AVP / Senior Associate
Risk & Control Manager
Institutional Banking Group Technology
Technolog...","Business Function
Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.
Job Purpose
Be part of the risk and control team to lead and implement IBGT risk and control preventive improvement initiatives
Key Accountabilities
Front all internal and external audits issues for the department and ensure audit action items are closed appropriately and promptly
Conduct risk assessment for areas highlighted and advise the management on the mitigation control processes to be implemented
To represent the department at group level working committees for thematic issues affecting the bank and drive the program at departmental level in closure of the gaps.
Responsibilities
Manage the department’s process improvements and quality programs by participating in research / advisory services, including capturing of organizational metrics and analysis;
Perform data analysis or procedure reviews to ensure compliance;
Track process improvements or issues to ensure timely closure;
Work with stakeholders, IT infrastructure and auditors for projects and audit matters;
Participate and coordinate in internal/external audit activities;
Provide timely and periodic update to IBGT managements on IBGT audit posture
Provide technical expertise/consultation for process improvement and quality assurance to project managers and other IT teams;
Perform risk assessment and identify mitigation controls for the risk areas identified
Partner with application managers to ensure risk areas from risk events are properly and effectively mitigated
Communicate new policies and standards to relevant teams
Requirements
Minimum a degree in Computer Science, Engineering, Information Technology or related discipline from a recognized University;
At least 3 years of working experience in the Financial / Banking IT industry;
Familiar with Applications Delivery Life Cycle, Project Management best practices and IT Controls
Experience in IT audit or CISA certified preferred;
Experience in operational risk management and control self assessment
Have eyes for details;
Ability to facilitate workshops and/or focus groups;
Proactive team player with ability to work independently and equips with excellent communication (both spoken and written), presentation and business writing skills in English;
Able to manage stress and multi-task in a fast-paced environment and able to work on irregular working hours;
Able to collaborate within a team, at various levels of stakeholders from the operating level to the senior management across locations
Able to effectively manage time and prioritize tasks and responsibilities
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,IT,Other Information Technology,
3534,"AVP / Senior Associate, Treasury Specialist (Onshore), Consumer Banking Group","AVP / Senior Associate
Treasury Specialist (Onshore)
Consumer Banking Group","Business Function
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.
Responsibilities
• Provide sales and service advisory on treasury products marketed to DBS Treasures
• Emerging Affluent (EA) clients to help them achieve their financial objectives
• Responsible for individual sales and business targets
• Market treasury products such as Currency Linked investments (CLI) and Quoted FX
• Provide daily market commentaries on treasury products to DBS / POSB EA Relationship             Managers and their clients
• Work closely with fellow Relationship Managers, Business Managers and Sales Support               Officers to ensure that all objectives of the team are met
• Assist in treasury products development by providing feedback on clients’ preferences and             needs while contributing ideas on how products can be better packaged and retailed
• Attend relevant trainings and briefings for continuous skills upgrading
Requirements
• A recognized Degree with at least 5 years experience in the investment product development         and marketing space
• Knowledge of treasury and other investment products for the affluent and mass market                   segments
• Sound knowledge of treasury products with proven track record in treasury sales
• Excellent advisory and listening skills
• Accreditation in CMFAS Modules 5 and 8
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Treasury Operations,
3558,"Senior Associate / AVP, Treasures Investment Consultant (Offshore), Consumer Banking Group","Senior Associate / AVP
Treasures Investment Consultant (Offshore)
Consumer Banking Group","Business Function
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realise their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realise their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.
Responsibilities
- To be the resident expert in wealth products and solutions offered in the in-country Treasures (Onshore) platform in the areas of:
Portfolio advisory, asset allocation model.
Unit Trusts, FX, Fix Income, Equities and other Derivatives.
- To participate in joint calls with Treasures Relationship Manager to clients with the aim of providing a holistic view of the entire investment landscape including performing asset allocation, product solution and market outlooks
- To conduct regular coaching, training and market/product briefings to Treasures Relationship Managers to enhance their functional competencies & professionalism, raise the level of proficiency and technical expertise, in the course of interacting with customers
- Executing trades for clients
- To work in partnership Relationship Managers to achieve/exceed cluster targets for sales and revenue of wealth products and solutions
- Provide regular and timely feedback to Treasures product solution team/CIIP product team, on customer acceptability on new investment products, services and sales issues.
- To have a keen understanding and full awareness of, and adherence to, in-country regulatory framework, rules of engagement in the sales and marketing of investment
Requirements
- Degree holder with 6 - 8 years of financial services industry experience with strong knowledge of Unit Trusts
- Sound knowledge of banking and investment products & services and procedures
- Knowledge of financial market trends, including but not limited to equities, currencies, commodities, fixed income, FX
- Solid knowledge of compliance and regulatory requirements as well as exposure to multicultural issues
- Possess Presentation and Training skills
- Self motivated team players with excellent service aptitude who would enjoy in a fast-paced service focused environment
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Treasury Operations,
3600,"VP, DBS Treasures Business Manager, Consumer Banking Group","VP
DBS Treasures Business Manager
Consumer Banking Group","Business Function
We deliver a comprehensive suite of innovative banking services and financial solutions to individuals, ranging from the man-in-the-street to the mass affluent. Providing sound wealth management and financial advisory services, we help our customers make informed decisions about their money and are committed to helping them plan and achieve their life goals. Products and services within the Consumer Banking Group include loans, credit cards, investment and unit trusts, insurance and priority banking.
DBS Treasures is where our customers will find the widest range of products, from banking, insurance and investment to Best-In-Class treasury products in Singapore. It is also where we have a team of leading wealth managers. If you are a high achiever and aspire to advance and build your sales career, seize this opportunity now - join us.  We have a large and growing base of customers who are in need of your superior service and professional advice.
Responsibilities
Lead and drive sales performance on individual and team basis to achieve branch’s overall business objectives and sales targets
Manage the customer base and operating complexities that exist within the centre
Inculcate a high performance culture to attract, develop and retain high performing sales and service staff
Act as a single point of accountability for the assigned centres for all operational and service delivery
Review and implement work processes, procedures and audit controls to ensure adherence to internal and external regulatory requirements
Ensure needs-based selling and service compliance in accordance with regulatory and internal audit/security requirements
Effectively deploy resources at the centre to maximize productivity
Requirements
Degree Holder with minimum 8 years of work experience in banking and finance industry, preferably with a good track record in sales management
Proven success leading sales management teams with minimum 4 years of managerial experience
Good knowledge of financial costing, including P&L management and business marketing strategies and techniques
Strong leadership, interpersonal and people management skills with the ability to relate and manage all levels of staff
Experience in wealth management will be advantageous
Apply Now
We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements.
We regret only shortlisted candidates will be notified.",Banking/ Financial Services,"Banking, Insurance & Financial Services",Other BFSI,
3686,Business Analyst (Japanese Bank Project),"business analyst
remittance
payment
bank
It analyst
japan
Japanese
banking","Job Description :
5-6 years of Business Analyst Experience
Strong knowledge in Bank Business Domain (i.e. Loans or international trade (Export/Import))
Test Management
Experience in creation of Test Plan
Experience in Creating Business/Test Scenario
Experience in Managing SIT/UAT
User Training/Presentation
Experience in user training/presentation
Documentation
Good illustrating in diagram/workflow/business process
Business Analyst Skillset
Requirements gathering and technical design experience
preferably strong knowledge in banking industry
Familiar with Software Development Life Cycle (SDLC)
Ability to produce specifications for documentations and implementations
Strong analytical, conceptualization and problem solving skills
Experience in IT business analysis techniques
Others
Strong communication skill
Able to work in a Team
Minimal Supervision",(Candidates authorized to work in the above mention countries are also eligible to apply),Banking/ Financial Services,IT,"•
Project Management
•
Business Analyst"
3743,Assistant Relationship Manager – Private Bank,"Assistant relationship manager
CACS","Provide administrative and client service support to Private Bankers and responding to all client's requests.
Initiate account openings / closures / update instruction checklists and interface with client to ensure completion of documentation requirements
Effectively executing transactions on behalf of clients and Relationship Managers.
Ensure that the transactions are comply with the Bank’s policies and legal requirements.
Requirements:
A recognised University Degree or professional qualifications
Certificates in CACS Paper 1 and 2
We are open to consider candidates without a Private Banking background if there is experience of sales support within retail banking. CACS 1 and 2 are still required.",Banking/ Financial Services,"Banking, Insurance & Financial Services","•
Private Banking
•
Other BFSI - Assistant Relationship manager","Bachelors
Degree
Diploma
Non Degree Tertiary
Masters
Post Graduate"
3869,Hiring Murex-Back Office (Lead/Member) for one of our Banking domain client.,"murex backoffce
murex-back office
murex bo","Experience in Murex
Candidate should have an understanding of capital market business with indepth
knowledge of back office functions (Operations-Settlements, Confirmation etc). Prior experience in vendor based platform MUREX
Candidate must have Hands on experience working with some key asset classes (FX, IRD, Equity of Credit derivatives)
Candidate must have strong verbal and written communication skills
Candidate is expected to be fully hands-on when managing his assigned tasks and while acquiring the necessary skills as expected of his role and responsibilities. An independent worker who can multi-tasks is a must have quality
Understanding of business requirements and able to assist users for their requirements and during validation process",(Candidates authorized to work in the above mention countries are also eligible to apply),Banking/ Financial Services,IT,
3874,Hiring Murex-Front Office (Lead/Member) for one of our Banking domain client.,"murex front office
Murex FO","""Experience working with MUREX
Good understanding of FO modules
Good problem solver who can question and understand proposed solutions and business drivers.
Must have Hands on experience working with some key asset classes (FX, FI, IRD, Equity or Credit, MM)
Candidate must have strong verbal and written communication skills
Candidate is expected to be fully hands-on when managing his assigned tasks and while acquiring the necessary skills as expected of his role and responsibilities. An independent worker who can multi-tasks is a must have quality
Understanding of business requirements and able to assist users for their requirements and during validation process""",(Candidates authorized to work in the above mention countries are also eligible to apply),Banking/ Financial Services,IT,
3970,BUSINESS ANALYST/ BANKING APPLICATIONS,"Banking Application
Mobile Banking Application
Gathering of Business and System Requirements","Gather User and Business Requirements.
Create Process Flows of existing and proposed system.
Present proposed system and functionality to users.
Document Business Requirements and System Design Requirements.
Applicants with experience in Core Banking, Retail Banking, Branch Tellering, Mobile Banking, Payment or SWIFT applications are preferred.
Coordinate with Development Team on the Technical Design Specifications.
Support System Testing and UAT activities.
Requirements:
Minimum 1 year of Banking Application experience.
Excellent spoken/ written English, communications and documentation skills.
Independent and motivated person.
We offer an attractive remuneration package. Please email your detailed resume with photograph to:
D L Resources Pte Ltd
10 Anson Road # 19-12 International Plaza Singapore 079903
Email:
dlrespl@pacific.net.sg
We regret that only short-listed candidates","•
Banking/ Financial Services
•
IT/ Computers - Software",IT,Business Analyst,
3971,BANKING APPLICATION ANALYST/ JAVA,"JAVA JDK
JAVA J2EE
Oracle Database
Oracle PL/SQL
Internet/ Mobile Banking
UNIX Shellscripting","Analysis, Design, Development, Testing, Implementation and Support Maintenance of Internet/ Mobile Banking Applications.
Requirements:
Strong technical skills in JAVA JDK, JAVA J2EE, Oracle database, Oracle PL/SQL and UNIX Shell scripting.
Experience in Internet/ Mobile Banking Applications or other banking applications would be advantageous.
Applicants with a minimum of 2 years banking application software experience is preferred.
Good communication skills, independent and motivated.
We offer an attractive remuneration package, Please email your detailed resume with photograph to:
D L Resources Pte Ltd
10 Anson Road # 19-12 International Plaza Singapore 079903
Email: dlrespl@pacific.net.sg
We regret that only short-listed candidates will be notified.","•
Banking/ Financial Services
•
IT/ Computers - Software",IT,Software Engineer/ Programmer,
4034,Systems Analyst (eBanking),"eBanking platform
Java
ISO 20022","Assist the Team Lead as a System Analyst
Review user requirements (UR) and perform system/functional analysis
Provide viable solutions that deliver business initiatives while keeping in mind eBanking considerations like Security, performance and usability
Produce vendor requirements and review vendor FS (where applicable)
Review and sign-off the artefacts and solutions produced by the vendor (where applicable)
Contribute towards maintaining the Requirements Traceability Matrix (RTM)
Work with Vendor and internal delivery teams and upstream/downstream teams towards the objective of successful implementation of solution
Review designs from Technical Teams/Vendor (where applicable)
Provide SIT, UAT, rehearsal and regression testing support
Provide L3 support for the eBanking platform
Provide production deployment support (Normally on weekends)
Requirements:
University degree holder
6+ years of IT experience in banking software development
Domain knowledge in Corporate Banking Management
Provide SIT, UAT, rehearsal and regression testing support
Provide L3 support for the eBanking platform
Provide production deployment support (Normally on weekends)
Practice of SDLC and/or Agile Scrum and change management
Strong analytical skills and attention to details
Strong verbal and written communication skills
Excellent interpersonal and negotiation skills
Ability to work in a fast paced, dynamic and multi-cultural environment
Ability to work independently or in a team to resolve issues and/or identify solutions in a timely manner
Sound functional analysis and basic project management skills
Technical Skills
Experience on eBanking platforms and the challenges that come with them (Security, performance, user experience, etc.)
Knowledge of ISO20022 payment standard and SWIFT messages
Hands-on experience with data/interface mapping and troubleshooting
Exposure to mobile applications would be an added advantage
Contribute towards defect leakage and quality improvement initiatives
Interested candidates kindly submit your updated CV in Word Format to: jasmin@techcomsolutions.net. Only shortlisted candidates will be notify. Thank you.
TechCom Solution Pte Ltd",Banking/ Financial Services,IT,System Analyst/ Tech Architect,"Bachelors
Degree"
4061,Senior System Analyst  (Japanese Bank Project),"International Payments
Fund Transfers
SWIFT
Oracle Weblogic
Linux
Oracle DB
System Analyst
Senior analyst
Japanese
banking","Senior System Analyst
The successful candidate will be a Senior System Analyst joining the Standardization of Remittance Project Team, playing a key role in Detail Design, Testing and Migration phases of the new centralized payments platform for the APAC region.
Key Responsibilities
Direct Responsibilities
Understand the design and functionalities of the system from both Technical and Business perspectives.
Play a vital role in steering various test phases of the project towards completion by closely interacting with various stakeholders.
Conduct defect and release management with the vendor and internal system teams.
Understand and create the Migration Plan of the system. Lead/participate in the migration phase.
Review and sign-off the artefacts produced by the vendor.
Support the handover and transition to operation teams.
Support system UAT and post Go-Live.
To ensure successful implementation of the solution.
Contributing Responsibilities
Contribute actively towards planning activities related to future phases of the project.
To lead one or more consultants within the team.
To share expertise by providing training and knowledge sharing sessions
Competencies (Technical / Behavioral)
7+ years of IT experience in banking software development
4+ years of experience working in International Payments/ Fund Transfers / SWIFT-based systems.
Hands-on experience with data/interface mapping and troubleshooting
In-depth experience in Java related technologies.
Experience working with Oracle Weblogic, Linux and Oracle DB
Should have prior experience in Vendor management.
Strong analytical skills and attention to details
Strong verbal and written communication skills
Excellent interpersonal and negotiation skills
Ability to work in a dynamic and multi-cultural environment
Able to work independently or in a team to resolve issues and/or identify solutions in a timely manner
Should take the initiative to quickly understand the system with limited guidance.
Should be hardworking and willing to put in extra time to meet deadlines.",Banking/ Financial Services,IT,"•
Project Management
•
System Analyst/ Tech Architect
•
Business Analyst","Bachelors
Degree
Masters
Post Graduate"
4288,Assistant Private Banker- International team,CACS,"Job Description
Provides administrative and client service support to Relationship Managers.
Responds to all client enquiries and instructions; capable of resolving most issues and requests.
Maintains paperwork and records of client accounts and transactions.
Maintains client data and reports, e.g. contact lists, account numbers, facilities details, status of credit reviews/renewals, etc.
Administrative duties include scheduling appointments, preparing correspondences, making travel arrangements, arranging meetings and receptions, producing presentation materials.
Understands the basic mechanisms of common financial products and services.
Coordinates with Product Groups, Operations and other functional areas
Rotational Shift work is required covering London hours
Job Requirements
Minimum 4 years of relevant experience in client servicing in Wealth Management
Good Degree/Diploma from a reputable institution
Strong understanding of financial products and services
Excellent interpersonal, communication and client interfacing skills
CACS is a required",Banking/ Financial Services,"Banking, Insurance & Financial Services",Private Banking,
4347,Assistant Service Manager/ Branch Executive (Banking),"Banking Operations
Customer Service
Customer Care
Customer Support
Customer Service Executive
Customer Care Executive
Banking Process","Job Responsibilities:
Provide excellent customer service to our customers while attending to their banking needs
Perform daily over-the-counter transactions, which includes cash management, account opening and closure, balancing of cash and cheques and remittance handling.
Handle cash transactions
Perform AML checks and transactions monitoring review.
Perform general clerical duties and support the daily operation of the department.
Assist customers in their enquiries and handling of feedback
Perform all banking activities in accordance with regulatory requirements
Job Requirements:
Min Diploma / Degree holders in any discipline
Prior min 2 years of branch banking/ client servicing experience will be preferred
Strong leadership and communication skills
Interested candidates, kindly forward your resume in MS Word to kathleenkoh@recruitfirst.com.sg
We regret that only shortlisted candidates will be notifed.
Kathleen Koh Kah Ge",(Candidates authorized to work in the above mention countries are also eligible to apply),"•
Banking/ Financial Services
•
Customer Service
•
Insurance","•
Finance & Accounts
•
Human Resources
•
Banking, Insurance & Financial Services","•
Retail Branch Operations
•
Fresh Graduate
•
Management Trainee"
