,company,job_title,job_desc,Unnamed: 12
2188,Onelink HR Consultancy Pte Ltd,Software Engineer / Senior Engineer,"Responsibilities:
•	Participate in requirement gathering sessions and translate business requirements into functional and non-functional requirements.
•	Clarify ambiguous/conflicting requirements and ensure that that changes are documented and tracked. Perform screen mockup and prototype to confirm requirements; analyze and translate requirements into design using established design standards and tools.
•	Produce design specifications and artifacts.
•	Code programs based on best practices and programming guidelines adopted by project.
•	Develop and perform automated unit testing; prepare test data, capture test result to ensure the quality of the program.
•	Track and resolve all reported defects to closure; analyze and identify root cause and ensure fixes are done and tested before rolling out for retest.
•	Develop training material and support user training; prepare documentation including system and user documentation.
•	Conduct peer reviews and daily huddle.
•	Package and deploy codes into production based on deployment practices defined.
•	Monitor system to identify exceptions to normal processing and take corrective or preventive actions. - Troubleshoot incidents and provide timely update and escalation when appropriate.
•	Register and track all reported issues to closure and within SLA.
•	Analyze and classify change requests and perform impact analysis.
•	Provide timely handling of user queries and request.
•	Actively identify areas to improve to ensure system stability and maintainability.
•	Understand SLA, escalation process and critical monitoring activities required to keep the system in order.
•	Supervision required: Works under general direction and independently determines solution
Requirement:
•	Diploma / Degree in Computer Science or relevant field
•	Technical qualifications and capabilities include knowledge of one of the following: Language: Java or J2EE or .Net family (VB, ASP, C#) or web technologies",
2216,Volt Service Corporation Pte Ltd,Senior Java Software Engineer,"Senior Software Engineer (Java) – 2-year contract - Singapore
Be part of a prestigious technology transformation project. This is a new initiative to bring in latest Java technology and to apply on major multinational.
The ideal fit will be designing, developing and testing custom full stack software applications. Backed with strong experience in Java, you will be supporting the entire software development life cycle. So if you’re looking to get hands-on with projects from scratch, this will be for you!
Must-haves:
3 years or more experience on Java platform
Familiar with agile software engineering practice
Java programming, Java EE/J2EE, Spring, Web API, Angular, HTML, CSS, JS, SQL
Increase your chances with:
Experience working on enterprise-scale projects, or, fully participated in projects from scratch
Scrum, TDD
Docker, Kubernetes, MQ, CI/CD, Bash/Python scripting, iOS/Android mobile app, cloud technologies.
Please send your resume in WORD format by clicking the apply button below or contact Rosette Chong at +65 6701 1513 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1658433 (Chong Xinmei).",
2326,Achieve Career Consultant Pte Ltd,Assistant Manager / Manager (Software Engineering),"Our client is one of the leading local industrial infrastructure developer spearheading the planning, promotion and development of a dynamic industrial landscape. They continually break new grounds with pioneering projects anticipating and addressing future needs of the nation.
Responsibilities:
You will work with a team of engineers to ship beautiful, responsive apps that does not compromise on speed & performance.
You are able to navigate through the conflicting user requirements and convince on your design decisions over time using familiar methodologies.
You are able to transform an idea into a usable minimal viable product, speedily.
Requirements:
Degree in Computer Science, Computer Engineering or related field
Demonstrates knowledge of critical thinking and understanding of the entire mobile application development life cycle
Excellent debugging and problem-solving skills
Experience in web services (e.g. SOAP, REST, JSON, XML), and web technologies (e.g. HTML5, CSS3, JS, JQuery) including backend services (e.g. DBMS such as MySQL, NoSQL, SQLServer)
At least 1 server-side / MVC/MVVM framework (e.g. Python-Django, JavaScript- AngularJS/ReactJS/VueJS)
Preferably with GIS or web maps development experience. E.g. Used Leaflet, MapBox, ArcGIS SDK/ APIs to parse and visualise geoData
Familiar with both iOS and Android development tools, and popular mobile frameworks (e.g. Cordova, Xamarin)
Experience in testing tools (e.g. SoapUI, JMeter and Microsoft test manager)
Skills / knowledge of effective mobile UI and web UI design
Willingness to learn technologies / frameworks to find the best fit for the requirements
Knowledge in any of the following is a plus:
Conducting A/B testing
Using Development tools (e.g. Google DevTools, Task runners, Build tools, .Git, packing web apps)
Using WebGL APIs – 2D and 3D
Using hybrid app framework (e.g. Flutter, Ionic, React Native)
Doing test-driven development, Rapid Prototyping
Skill in graphical design is a plus
Knowledge of API management / API development as well as design patterns / architectures such as thin clients and microservices
Experience in Agile methodologies such as Scrum or Kanban
Experience in utilizing cloud services (e.g. AWS, Azure), mBaaS (mobile Backend-as-a-Service) and mobile analytics
How to Apply:
Interested applicants please send your updated MS Word résumé to Eunice Lee Woon Li (Reg. No: R1105004) by clicking APPLY NOW button or
email to eunice.lee@achievegroup.asia
or
Call 6590 9938
Please include the following for priority processing of your application:
Reason for leaving
Last drawn salary
Expected salary
Availability
We regret to inform that only shortlisted candidates will be notified. By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration.",
2362,Syion Private Limited,Software Engineer,"The successful candidate will be joining a team of 6 experienced developers providing .Net development.
You will be involved in the full project life cycle, developing web and mobile applications for the E-commerce and Automotive industry.
Our business is expanding so you will have plenty of opportunities to progress your career and challenge yourself technically within an exciting, fast-paced environment.
Responsibilities
Proven track record of developing web application using .NET solutions
Gather and analyze user requirements to determine feasibility of design within time and cost constraints
Troubleshoot and resolve user reported issues
Collaborate and communicate effectively with project stakeholders throughout software development life cycle.
Requirements
Bachelor Degree in IT or related studies
Strong interest in C# .NET development
Proficient in SQL authoring and SQL Server management
Experience in AngularJS and Entity Framework would be advantageous
Good communication skills (English) and able to work independently and/or in team.",
2416,Techknowledgey Pte Ltd,Senior Software Engineer-Frontend,"Our Client , Eatigo – Winner of 2016 Google Most Innovative App of the Year (Thailand) and invested by TripAdvisor, is recognized as the number 1 restaurant reservations platform in South East Asia. They currently have operations in Bangkok, Singapore, Malaysia, Hong Kong, India and Philippines.
Founded in 2013, Eatigo’s mission is to connect empty tables with empty stomachs by offering time based discounts of up to 50% every day at all of its participating restaurants through its online website and mobile applications. Users can choose to dine anywhere, from upscale hotels to popular food chains, and enjoy the same discounts with no strings attached, while restaurants get to fill their empty seats during off-peak hours.
Main Responsibilities:
● Developing new user-facing features using React.JS and building reusable components and front-end libraries for future use.
● Translating designs and wireframes into high quality code
● Optimizing components for maximum performance across a vast array of web-capable devices and browsers
● Code audit for security flaws, aspects to be optimized
● Work with infrastructure team, mobile team, product team and the PM
● Under the direction of the tech lead, take ownership of frontend related tasks
Requirements:
● Strong CS fundamentals (with competencies in algorithms and data structures) and excellent developer
● 5+ years of experience building high-quality enterprise web solutions
● Strong understanding of system performance and scaling
● Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
● Expert level hands on experience and understanding of React.js and its core principles
● Experience with popular React.js workflows (such as Flux or Redux)
● Understand the need of adding security to the code
● Familiarity with RESTful APIs ● Familiarity with code versioning tools - Git
● Team player and a hands-on engineer.
● Experience mentoring and coaching junior engineers.
● Commitment to software practices of continuous Integration, automated/repeatable testing, and collaborative work environments.
● Possess excellent communication, sharp analytical abilities, able to think critically of the current system in terms of growth and stability",
2419,Techknowledgey Pte Ltd,Software Engineer-Frontend,"Our Client , Eatigo – Winner of 2016 Google Most Innovative App of the Year (Thailand) and invested by TripAdvisor, is recognized as the number 1 restaurant reservations platform in South East Asia. They currently have operations in Bangkok, Singapore, Malaysia, Hong Kong, India and Philippines.
Founded in 2013, Eatigo’s mission is to connect empty tables with empty stomachs by offering time based discounts of up to 50% every day at all of its participating restaurants through its online website and mobile applications. Users can choose to dine anywhere, from upscale hotels to popular food chains, and enjoy the same discounts with no strings attached, while restaurants get to fill their empty seats during off-peak hours.
Main Responsibilities:
● Developing new user-facing features using React.JS and building reusable components and front-end libraries for future use.
● Translating designs and wireframes into high quality code
● Optimizing components for maximum performance across a vast array of web-capable devices and browsers
● Work with backend and frontend team to deliver results
● Under the direction of Lead frontend engineer, take ownership of the allocated tasks Requirements:
● Strong CS fundamentals (with competencies in algorithms and data structures) and excellent developer
Requirements:
● 3+ years of experience in enterprise software development
● Strong understanding of system performance and scaling
● Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
● Expert level hands on experience and understanding of React.js and its core principles
● Experience with popular React.js workflows (such as Flux or Redux)
● Understand the need of adding security to the code
● Familiarity with RESTful APIs
● Familiarity with code versioning tools - Git
● Team player and a hands-on engineer.
● Commitment to software practices of continuous Integration, automated/repeatable testing, and collaborative work environments.",
2663,Ness Global Services Pte Ltd,"Software Engineer-Senior Software Engineer (Java, J2EE )","Role: Software Engineer-Senior Software Engineer ( Java, J2EE )
Experience: 2 years to 10 years of recent heavy, hands on, JAVA/J2EE coding experience
Location: Singapore Central Business District
Description:
We are looking for top notch software engineers having strong programming and algorithmic skills to work along with a highly skilled team of software engineers poised to create state of the art, secure, stable and compliant systems for a global brand which plans to transform the way we make payments.
Key Qualifications
Strong core Java and Java EE programming skills
Strong object oriented programming and design skills
Experience with Java web frameworks such as Spring MVC
Experience writing Java libraries and developing REST APIs
Strong test-driven approach to writing code
Excellent problem solving skills
Willingness to learn new technologies and adapt to change",
2666,D L Resources Pte Ltd,JUNIOR JAVA SOFTWARE ENGINEER,"Requirements:
Strong technical skills in JAVA JDK, JAVA J2EE, Oracle database, Oracle PL/SQL, UNIX Shell scripting, WebLogic, iPlanet and Apache.
Experience in Banking Applications would be advantageous.
Applicants with a minimum of 1 years application software experience is preferred.
Graduates from universities with Degree in Computer Science/ Information Technology/ Computer Studies without working experience are welcomed to apply.
Good communication skills, independent and motivated.
We offer an attractive remuneration package, Please email your detailed resume with photograph to:
D L Resources Pte Ltd
10 Anson Road # 19-12 International Plaza Singapore 079903
Email: dlrespl@pacific.net.sg
We regret that only short-listed candidates will be notified.",
2680,ITCAN Pte Ltd,Software Engineer (.Net),"Responsibilities:
- Participate in requirement gathering sessions and translate business requirements into functional and non functional requirements.
- Perform screen mockup and prototype to confirm requirements; analyze and translate requirements into design using established design standards and tools.
- Produce design specifications and artifacts.
- Code programs based on best practices and programming guidelines adopted by project.
- Develop and perform automated unit testing; prepare test data, capture test result to ensure the quality of the program.
- Analyze and identify root cause and ensure fixes are done and tested before rolling out for retest.
- Package and deploy codes into production based on deployment practices defined.
- Monitor system to identify exceptions to normal processing and take corrective or preventive actions.
- Troubleshoot incidents and provide timely update and escalation when appropriate.
- Analyze and classify change requests and perform impact analysis.
- Understand SLA, escalation process and critical monitoring activities required to keep the system in order.
Requirements:
- Minimum Diploma with at least 2yrs relevant experience
- Strong .Net development experience
- Knowledge of one of the following: Language: .Net family (VB, ASP, C#) or, Database: Oracle or MS SQL or IBM DB2
- Creative and strong problem solving skills and ability to think out of the box
- Technically competent with ability to pick up new technology",
2765,Capita Pte Ltd,Mobile Software Engineer (Android/iOS),"Mobile Software Engineer (Android/iOS)
Role and Responsibilities
Understand user requirements and participate in technical design
Develop and implement system applications in accordance to user requirements
Perform unit and system integration testing for quality assurance
Plan and assist with user acceptance testing
Participate in implementation roll-out
Provide operational support and ongoing maintenance and enhancement after implementation
Requirements / Qualifications
3 – 5 years’ experience in developing applications equipped with strong knowledge of coding practices
Minimum 3 years of experiences in developing mobile applications on IOS and Android platform
Good technical knowledge and experience in object-oriented programming
Strong analytical skills and able to work under tight timelines
Ability to work on multiple projects involving multiple stakeholders concurrently
Innovative, proactive and a strong team player
Degree in Computer Science, Computer Engineering or equivalent
Interested candidates, who wish to apply for the above position, please send us an updated copy of your resume with the Job Reference Code to sw@capitagrp.com
Job Reference Code: AEC - SW
We regret to inform that only shortlisted candidates will be notified.",
2773,Kelly Services (S) Pte Ltd - IT,Embedded Software Engineer,"•	Masters / Degree in Electrical / Electronics / Computer Science or Computer Engineering with experience in embedded system development.
•	Candidates with right experience in embedded system, driver development, software architecture design, Real-Time Operating Systems shall be considered.
•	Self-motivated with a strong passion in embedded software development work.
•	Knowledge of Embedded Linux, mobile network protocols and Rhapsody will be an added advantage.",
2777,Capita Pte Ltd,Java/J2EE Software Engineer,"Software Engineer (Java/J2EE)
Responsibilities
Understand functional specifications and develop solution as per the requirements. Should be able to propose recommendations for suggested solutions.
Liaise with the customer to understand the project objectives and align the same
Communicate the project status to all the stakeholders
Support the UAT with the users. UAT issue fixes and retesting to secure the sign off within the set timelines.
Support go live activities, regression testing and warranty period where required.
Requirements
Overall experience of 2-6 yrs is desirable
Must be good in Core Java programming
Must have worked on developing multi-threaded apps
Must possess knowledge for creating web application using JSF, JSP, JQUERY, Javascript,CSS, servlets, etc.
Must be familiar with Java Generics.
Must possess good PL/SQL skills
Must have used unit testing frame work and familiar with basic principles in writing unit testable code.
Must be familiar with best programming practices in Java and be able to review code.
Must be familiar with any ORM framework like hibernate, IBatis, jooq, etc
Must possess basic shell scripting skills.
Familiarity with Eclipse IDE for development and debugging
An understanding of SDLC processes and Change Management principles, within a banking environment.
Interested candidates, who wish to apply for the above position, please send us an updated copy of your resume with the Job Reference Code to sw@capitagrp.com
Job Reference Code: AEC - SW
We regret to inform that only shortlisted candidates will be notified.",
2786,Capita Pte Ltd,.Net Software Engineer,"Responsibilities
Provide project support and deployment of custom pages/interfaces
Provide assistance in the development and provide analysis of business process problems and opportunities.
Evaluate, handle and resolve business problems, concerning business processes, in such a way that the problems are always registered, confirmed to the business, carried out within the expected time frame according to the agreed budget
Design detailed business and, wherever possible, technical specifications to development and other resources, for in house.
Data preparation for testing
Documentation
Requirements
Information Technology/ Computing Degree or related
More than 2 years of IT experience
Experience in developing with Microsoft .Net (ASP.Net, C#.Net, VB.Net, MS SQL, IIS)
Negotiation & Presentation Skill, Communication & People interaction Skills
Interested candidates, who wish to apply for the above position, please send us an updated copy of your resume with the Job Reference Code to sw@capitagrp.com
Job Reference Code: AEC - SW
We regret to inform that only shortlisted candidates will be notified.",
2885,Panasonic Asia Pacific Pte Ltd,Embedded Software Engineer (1 Year Contract),"Job Description :
Duties:
System, software and performance development in embedded or automotive product
Project planning and management, liaision with stakeholders and customers
Conduct vehicle level verification, tuning and demo
Research future automotive and sensor technologies and initiate themes for business incubation
Requirement:
Degree in Computer Science
Experience in acoustical engineering or digital signal processing
Proficiency in embedded C/C++, Python or DSP architecture /programming
Knowledge of acoustic theory, control theory (adaptive control)
Knowledge of Electronic Circuit (analog filter, micro controller peripheral) sound reproduction and sound systems tuning
Understanding of how to characterize the acoustic of different environment and some deep learning frameworks",
2942,PrimeStaff Management Services Pte Ltd,Software Engineer (Frontend Developer) - up to 5.5k,"Job Descriptions:
Actively engage in the creation of new disruptive and transformational products and services through an understanding of the end user and rapid prototyping in an iterative agile delivery environment.
Understand the essence of a concept and work independently and continuously improve on the underlying idea, which leads to the implementation of a viable and creative product.
Apply user experience and design concepts that fuse with software elements to create truly immersive and user centric front end software.
Develop and leverage various front­end web framework and components to visualize data, solve problems and uncover new opportunities, resulting in usable prototypes.
Develop web and mobile applications ensuring best possible quality, performance and responsiveness of applications, including the identification and resolution of performance bottlenecks and issues.
Monitor quality and performance of applications on production and continuously improve user experience.
Senior members will lead squads (scrum teams) dedicated in the implementation of Proof-of-Concepts (POCs), Prototypes and Pilots with strategic customers
Promote customer advocacy by engaging with strategic customers, country affiliates and business partners on the formulation of POCs, Prototypes and Pilots in associated documentation
Support the Technology Development Managers / Directors to prioritize concept requests at each stage of the OIC process (e.g. ideation, concept validation, agile prototyping)
Hands-on Involvement in the roadmap planning, design, architecting and coding of the POCs, Prototypes and Pilots
Engage in the whole DevOps lifecycle from the development, testing, deployment, maintenance and operations of products and services
Participate in the building and enhancement of a robust pipeline to support the automation of various development associated tasks to achieve continuous integration and delivery
Proactively devise innovative solutions by constantly broadening and deepening the skillsets, and attaining awareness of trends and development in the technical domain to address latest challenges faced by various industries
Identify best practices from industry and implement new and evolve methodology as appropriate
Achieve higher rate, quality and lower cost of prototyping, experimentation, and concept pilots by leveraging Design Thinking, Agile methodologies, best practices and reuse
Create Intellectual Property (IP) in the form of patents, publication of papers in the relevant areas that is tightly aligned to the strategic direction of the GSD
Thought leadership in the application of the latest technology to address challenges in Public Safety and to pioneer innovations that promotes the eminence of the GSD
Job Requirements:
Minimum Bachelor Degree in relevant discipline.
Minimum 3-4 years of relevant work experience in software development and experience in creating, developing and deploying front end web applications.
Possess passion for User Experience (UX) and demonstrates strong flair in the aesthetics arena to push the envelope for User Interfaces (UI) that attains both factor and form for a seamless and intuitive user interaction.
Relevant work experience in using front¬end framework such as React, Redux, D3,
Websocket, SCSS (or other similar Frameworks and Functional Programming JavaScript etc. Knowledge of UI frameworks, MVP/MVC application design and complex, reactive and responsive based UI mobile optimized websites, mobile web browsers and third party libraries for Web application.
Experience in using automated build tools like Gulp, Webpack, Babel, NPM, etc.
Understand how to debug in HTTP, XHR, JSON, CORS, SSL, etc.
Technical knowledge in mobile application development (Android and/or iOS) is a plus.
Familiar with RESTful APIs to connect Android and/or iOS applications to back-end cloud services.
Knowledge of other languages is a plus: Java, Python, .NET, etc.
Back-end software engineering knowledge, QA tools (e.g. Selenium, Mocha, Sinon, Chai) and methodology (Agile, BDD, TDD) is a plus.
Good knowledge of UI design principles and best practices
Proficient with code versioning tools like Git
Singapore Citizen Only
EAP No. R1548171
EA Licence No. 95C5411",
2997,Aspire Systems India Private Limited,Software Engineer -Excellent opportunity for Freshers to join with Aspire Systems,"Experience: 0 – 4 Years
We are looking for a passionate Software Engineer to design, develop software solutions.
Qualifications and Skills:
Eligibility: Graduates/Post Graduate in Computer Science/Computer Engineering/Info",
3152,APBA Pte Ltd,SENIOR SOFTWARE ENGINEER - SINGAPOREANS ONLY,"Job Description:
Develop, maintain, and enhance software application systems with complex functional requirements and high performance and availability requirements
Perform system analysis and design and define technical solutions for software change requests and enhancements
Perform software integration test and support system integration test and performance test
Perform troubleshooting and production support
Maintain and update software documentation
Job Requirements:
Degree in Computer Science / Information Technology / Software Engineering
6+ years of experience in software development
Extensive knowledge in Java, J2EE, Spring Framework, Hibernate, JVM, WebLogic, Oracle DB, Solaris, and Windows
Proficient in OOAD and UML
Familiar in software unit test and various software development tools
Experience of full SDLC
Note: Interested candidates, please send updated CV/resume to rao@apba-network.com.
| EA Licence No.: 14C7275 |EA Registration No.: R1443220",
3170,Kelly Services (S) Pte Ltd - IT,Software Engineer,"Minimum Requirements:
-	Degree/Masters in Computer Science/Engineering, or a related discipline
-	3 - 4 years in web and stand-alone application design & development with Java/JavaEE technologies
-	Experience in Spring, Spring MVC/Struts, Java script, JQuery
-	Relational databases – Oracle, SQL Server
-	Application server – JBOSS / Websphere / WebLogic
Responsibility:
-	Develop solutions following defined standards and high quality
-	Provide detailed estimation for development of solutions
-	Requirement gathering, designing, programming, testing and implementation of major Systems.
-	Support applications in production - analyze and resolve issues as they arise
-	Develop solutions following defined standards and high quality",
3180,Volt Service Corporation Pte Ltd,Software Engineer,"A fast-paced , dynamic and an awesome company that is looking to have new team members who are up for an exciting challenge. JOB PURPOSE/MISSION: The Software Engineer position is responsible for designing, creating and maintaining software applications and working closely with internal and external team to identify requirement, find and implementing solution, document the solution and maintain software application. Key Responsibilities: Analyze requirements and prepare functional and software specifications for software systems solutions Participate in the software design end to end process for existing and new systems to ensure software ready to be used by users Must be able to take initiative and develop approaches and solutions to software problem Design, develop, program and unit test software to ensure address functional and operation requirements Delivering quality software and systems within established guidelines and time frames Core Competencies: Able to rapidly and clearly communicate issues, options, benefits, priorities, and recommendations to technical and business team members Ability to effectively handle multiple tasks concurrently Strong verbal, written and presentation communication skills, excellent computer skills Able to manage and achieve results through multiple, cross-functional teams Skilled in all phases of systems analysis, software development process and/or functional engineering principles Education/Experience Requirements Degree in Computer Science or related field or equivalent experience Three years or more experience in development and testing Experience in full software lifecycle and deliver system that used by multiple users from various organizations Excellent in programming language C# .NET, Android, Java, HTML 5, Python, SQL are mandatory for the candidate. Strong pluses for candidate with great experiences on IIS, Docker, Marathon, Perl, IOS development. Please send your resume in WORD format by clicking the apply button below or contact Preetika Bhatia on +65 6701 1523 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1767372 (Bhatia Preetika).",
3228,Profile Search & Selection,"Systems/Software Engineer, Alternative Investments","Key responsibilities include:
Build software components for Alpha testing
Use a multitude of software libraries in solving development problems
Practice effective code version control
Manage processes such as Continuous Integration and Deployment
Key requirements include:
Degree in a Quantitative or Technical discipline
Minimum 6 years' experience developing large and complex systems
Familiar with libraries such as NumPy, Django, Pandas
Ability to program in Python developing large scale, cluster-based applications on Linux/Unix platforms
Working knowledge in technologies such as SQL, Redis, Kafka, Cassandra
Strong mathematical background with the ability to translate business requirements into software implementations
Excellent communication skills
Singapore Employment Agency Licence No: 16S8069
Personal data collected will be used for recruitment purposes only.",
3273,Volt Service Corporation Pte Ltd,.NET Software Engineer (Web Applications),".NET Software Engineer (Web Applications) – 12-Month Contract – Singapore
The ideal fit will –
Design, develop and test custom built full stack applications.
Participate & provide the relevant support in the entire software development life cycle.
Provide continuous post-implementation support and enhancement based on business needs.
Ensure that technical design, development and deployment are carried out according to Development Standards, Procedures and Security Policies.
Responsibilities
Software development on .Net platform
Transformation project participation
Contribute in Development aspect
Technical Must-Haves
More than 60% of your portfolio are build-from-scratch projects
More than 3 years of experience in .Net platform
C#, .Net framework, windows application development, SQL Server
WCF, Web API, HTML, CSS, JavaScript
Big Plus
Enterprise-level software development experience
WPF, SSRS, SSIS, Angular, CI/CD, PowerShell, mobile applications
Agile, Scrum, TDD
Please send your resume in WORD format by clicking the apply button below or contact Rosette Chong at +65 6701 1513 for a confidential discussion. Please note that only short-listed candidates will be contacted. CEI Reg. Number R1658433 (Chong Xinmei).",
3282,Career International FOS Pte Ltd,C++ Software Engineer,"Responsibilities
•	Execution on full lifecycle of software development
•	Gathering user requirements to define system functionality
•	Coding and developing software
•	Running test and benchmarking codes
•	Producing specifications and determining feasibility
Requirements
•	Bachelors Degree and Post Graduate Diploma in Computer Science/IT or equivalent
• Experience with computer vision projects
• Fluent Mandarin for communication with HQ in China
•	Minimum 4 years of experienced in the related field
•	Strong in C++
•	Familiar with Java and Databases (SQL)
•	Strong problem solving and critical thinking skills
•	Excellent communication skills (both verbal and written)
If you think you are the right fit for the position above, please send in your resume to tarachloe@antal.com.cn and ideally include a short write up on why you are the best person for the job. Feel free to contact me, Tara Chloe if you have any questions about the position. With deep regrets, only shortlisted candidates will be notified.
EA registration personnel number: R1875066
EA Licence number: 14C6926",
3321,Zentact Systems,Software Engineer- (IT Fresher Graduates )- Permanent @ Singapore (Only Singaporeans),"Position: Fresher (ELTP)
Basic skills needed are:
Fresher’s or at least 0-3year
of IT work experience.
Bachelor's Degree
in Computer Science/Information Technology or equivalent
Familiar with project models and software development methods
Able to Prioritize the tasks
Knowledge of
PL/SQL and Oracle or any IT skills.
Strong analytical /problem solving skills
Good communication skills – verbal and written, Good Team Player
Good aptitude and attitude, Excellent customer service ethics.""
Work Location: Changi Business Park- Singapore.
Position: Permanent
Mode of Interview : 1hr test (online) + Tech Panel Interview
We Consider Only Singapore Citizen's
.
Interested applicants, Please send us latest resume in word format at
careers@zentactsystems.com",
3508,Capita Pte Ltd,IT Software Engineer,"Education / Experience:
o Degree in Computer Science / Engineering / Information Technology or equivalent
o No experience required though 2 years’ of working experience in application design and development; particularly in areas of design and development of analytics systems is preferred
Job Description:
 Involve in all stages of the Software Development Life Cycle, including documentation of specifications and test cases
 Prepare documentation of user guides and materials for end user training
 Conduct end user training
 Provide maintenance support
 Liaise with customers and vendors in terms of issue resolution
 Review customer’s existing business workflows / system functionalities and provide recommendations for improvement
 Conduct evaluation of new systems and tools as well as participation in Proof of Concepts
Skill sets:
 Proficient in the following programming languages: Java, JavaScript, JQuery, HTML, XML, JSON, SQL
 Good knowledge and working experience in:
o Unstructured Database; e.g. MongoDB
o Relational Database; e.g. MSSQL, Oracle
 Knowledge of one or more of the following is an advantage:
o Linux
o Shell Script
o Message Queue; e.g. RabbitMQ or equivalent
o Big Data / Hadoop
Interested candidates, who wish to apply for the above position, please send in your resume to tech3@capitasingapore.com, ATT: JC or click the ""APPLY NOW"" below
Only shortlisted applications will be notified by our consultants.
CAPITA PTE LTD | EA License No : 08C2893
Jansen Chua | REG No : R1327243",
3550,Techknowledgey Pte Ltd,Software Engineer - Enterprise Core Platform,"Description
Design business critical Enterprise Core Platform according to the industry standard best practices and scrutinize every aspects for possible edge cases and failure scenarios.
Develop, deploy, operate and maintain business critical Enterprise Core Platform for use by various business domains and functions
Improve key business, applications and systems metrics of Enterprise Core Platform.
Go-to expert and decision maker on complex technical and design issues.
Come up with initiatives and build technology building blocks which empower multiple  products and enable low cost entrance to new business models and market.
Steward to software engineering, software architecture, security, testing and API best practices
Requirements
3+ years of experience in engineering organization.
Proven track record in developing and operating core functionality in business critical software as a service, serving multiple B2C business units and/or client companies.
Excellent understanding in both software engineering and business concepts.
Excellent capability to work up and down within technology stack.
Deep understanding in relational database concept, engineering and operations.
Experience in multiple financial services and/or e-commerce industry is preferred.
Experience in NoSQL based large scale database is and advatage
Deep understanding in cloud based infrastructure and operations is preferred.
Deep understanding in PostgreSQL database is preferred.",
3556,Techknowledgey Pte Ltd,Software Engineer - Backend,"This posting is on behalf of client of HackerTrail.
The Role
You’ll have front seat experience in impacting women across the globe through fashion and technology. You’ll have the opportunity to work across both online and offline internet products that creates delightful shopping experiences for women around the world.Our community is well known for their passion and love of life; let’s create the best products to further enhance their experience. Most importantly, you’ll be part of an amazing journey of building the best technology teams in the region.
Main Responsibilities
Build and implement a middleware between e-Commerce platform and ERP system to meet business process needs
Develop and implement standard processes for installation, maintenance and enhancement of middleware applications
Design and develop new internal tools for business team, including but not limited to, Finance, Planning, Merchandising, Operations, Design.
Drive a project from prototype phase to production and work closely with product managers and business stakeholders
Optimize existing code to improve load and render time
Improve code quality with unit tests
Job Requirement
A self starter with a strong work ethic and ‘get things done’ attitude
A genuine curiosity to know how things work and how to make them better
Love solving business problems and a knack for doing it in a creative manner
Humility and self confidence
A high attention to detail
Good relationship management and ability to work with Product team
Qualifications & Experience
Proficiency in HTML, CSS, Javascript
Experience in programming language PHP and NodeJS
Experience in at least one Javascript UI libraries/framework such as Knockout, Angular, React or Vue
Experience in at least one of CSS preprocessor such as LESS or SASS
Experience in developing and deploying in cloud using AWS
Experience in relational databases such as MySQL, MariaDB or PostgreSQL
Experience in writing REST APIs
Open in giving and receiving feedback
Experience in functional programming and reactive programming
A degree or higher in Computer Science, Software Engineering, Information Technology or other related technical disciplines
3+ years of experience, preferably some domain experience in e-commerce industry",
3577,Capita Pte Ltd,Software Engineer,"•	Providing efficient technical solutions to problems and implement the solutions in a timely, secure, and optimal manner
•	Maintenance of software systems, including certain legacy system, to ensure business continuity. This would include implementing bug fixes, change requests, etc. on those systems
•	Writing technical documentations on the developed software systems concisely
•	Liaising with users and gather requirements
•	Staff training on software systems to improve business efficacy
•	IT resource management and handling of IT support requests
Requirements:
•	OOPS and UML,
•	SQL query writing skills,
•	Programming skills such as Java/JEE, PHP, JBoss, and Python (knowledge in other programming/scripting languages or the Django framework would be beneficial),
•	Be able to configure web servers to meet the demands of the application.
Familiar with:
•	SDLC (Software Development Life Cycle) or Agile methodologies
•	HTML & CSS (knowledge of HTML5 and CSS3 would be a plus),
•	Javascript and should know how to use the jQuery framework,
•	Design and development concepts on mobile platforms,
•	Both Linux/Unix and Windows environment.
Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume. (Attn: CHIP) or contact our office at +65 6709 3499 for a confidential discussion.
Job Code: CHIP
Email Address: chi.pham@capitasingapore.com and cap.ta@capitasingapore.com
EA License No.: 08C2893",
