id,Job Title,Tokenized_Description,source
137,Accountant,to supervise and review work done by accounts payable team to ensure reliable results to ensure that fixed assets audit is carried out once a year and ensure that the fixed assets register are up to date and accurate.,acc
137,Accountant,to liaise with auditors for year end audit.,acc
137,Accountant,requirements minimum degree in accounting/finance or equivalent at least years relevant work experience strong financial analytical and interpersonal skills possess a positive attitude and meticulous good leadership and communication skills strong knowledge in microsoft excel knowledge of sap will be advantageous immediate starters preferred all successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits.,acc
137,Accountant,alternatively you may wish to email your resume in a detailed word format to debbie@peopleprofilers.com we regret that only shortlisted candidates will be notified people profilers pte ltd finlayson green - singapore tel fax http//www.peopleprofilers.com debbie@peopleprofilers.com consultant in charge so boon shyen debbie ea licence number c registration number r,acc
138,Accountant,responsibilities handle montly quarterly and yearly closing of accounts for the company generate review and ensure all monthly and quarterly management reports are submitted within the timeline handle yearly statutory audit including collate / prepare audit audit scheules review / draft statutory accounts and attend to auditor's queries handle yearly tax computation and liaise with the tax agent for income tax filing ensure that work schedule for ap/ar/other sections are on time and all appropriate actions are taken to ensure that all reporting deadlines are met manage fixed assets review inventories purchases and usage prepare data for statutory board surveys attend to problems issues and queries from other departments organise and perform fixed asset sightings and stockcounts prepare ad-hoc reports for management requirements candidate must possess at least diploma/advanced/higher/graduate diploma in finance/accountancy/banking or equivalent.,acc
138,Accountant,at least years of working experience in the related field is required for this position.,acc
138,Accountant,preferably senior executive specialized in finance - general/cost accounting or equivalent.,acc
139,Accountant,our client is a leading provider of alternative investment services and is one of the largest fund administration businesses globally.,acc
139,Accountant,as part of their rapid expansion they are currently looking to hire a senior private equity/real estate fund accountan t. about the role the senior pere fund accountant is responsible for providing clients with accurate and timely accounting services in line with clients business needs applicable accounting standards and compliance with relevant regulatory authorities to meet the client service agreements as well as mentoring the fund accountants.,acc
139,Accountant,job duties in brief accounting analysis maintain and control the general ledger and various sub-ledgers prepare financial statements footnotes and partner capital statements prepare limited partner and general partner allocations prepare trial balances and work paper product process standard and complex bookkeeping entries involved within a full scope of transaction activities including full cycle accounting prepare financial data analysis monitor the timing and quality of client deliverables interact with management and clients review private equity/real estate fund clients partnership agreements ppms and other materials participate in the implementation of fund structures onto the accounting system monitor compliance of various agreements with clients including the service level agreement operate as a contact point for clients able to respond to and resolve queries or escalate where necessary act as a liaison with various internal /external parties i.e.,acc
139,Accountant,auditors legal counsel assist in client audit procedures process wire transfer payments on behalf of clients maintain complex excel spreadsheets liaise with spvs or property management companies assist in mentoring and training juniors as well as new joiners qualification/ skill set required ​bachelor's degree in accounting finance or any related discipline or a professional qualification ie.,acc
139,Accountant,acca ca cima min years experience in accounting for the financial services sector particulary private equity or public/private real estate asset management or fund administration experience in limited partnership accounting private equity/real estate fund administration is an added advantage.,acc
139,Accountant,candidates with knowledge of reit structures is also an added advantage knowledge of ifrs and/or us gaap knowledge of mri yardi or investran a plus strong communication skills both verbal and written team player who is able to work independently with minimal supervision proficient in microsoft word excel powerpoint interested parties please send your resume in word format to lyn@fundspartnership.com .,acc
139,Accountant,regrettably only shortlisted candidates will be contacted.,acc
139,Accountant,funds partnership asia pte.,acc
139,Accountant,ltd ea license no.,acc
139,Accountant,c ea reg no.,acc
139,Accountant,r ea personnel lyn thum choon fang,acc
140,Accountant,reporting to general ledger supervisor the management specialist is responsible for maintaining accuracy of the financial statements for multiple legal entities- responsible for monthly closing activities review of all journal entries in accordance to us generally accepted accounting practices us gaap and local statutory requirements.,acc
140,Accountant,ensure that accounting transactions are properly supported recorded and reported review of monthly variance analysis including correlation to operational results and interaction with operational business units timely review of monthly balance sheet reconciliations in accordance to us gaap and ifrs locally statutory requirements identifies and follows up on areas of concern within the reconciliation develops corrective action plans where needed and ensures accounts are in good standing liaise with internal and external auditors coordination of audit documentation account analysis annual financial statements and related statutory reports for both us gaap and local statutory requirement assist in general ledger work transition and remediation from field locations into shared service site maintain internal controls including completing self-audits and adherence to compliance policies supports process improvement including recommendations for training and updates to procedures.,acc
140,Accountant,competencies applies standard gaap methods makes recommendations to improve practices or procedures in compliance with gaap.,acc
140,Accountant,distinguishes between big picture concepts and comments and specialized smaller specific facts associated with work notes the specifics of events and experiences explains in general how details impact end goals or outcomes ensures that work is completed accurately and with the appropriate level of detail.,acc
140,Accountant,generates reports in appropriate format using basic software reviews reports to ensure accuracy and completeness identifies issues with report generation e.g.,acc
140,Accountant,missing variables incorrect data etc.,acc
140,Accountant,bachelor's degree in accounting required - years of experience in accounting internal audit or public accounting required attention to details with strong organizational skills good written and verbal communications skills proactive and independent team player who enjoy working in a dynamic environment proficient in microsoft applications especially excel,acc
141,Accountant,the responsibilities and duties of a accountant includes daily ap functions which includes keying in of supplier invoices and preparation of payments to vendors.,acc
141,Accountant,ensure purchases and payment adhered to company's policy.,acc
141,Accountant,liaise with internal and external customer in payment related matters problem solving related to rd party payment matters monthly vendor reconciliation ap payment weekly forecast other adhoc duties assigned the ideal candidate should possess diploma / degree in accountancy or acca minimum years of relevant accounting experience knowledge in sap and hyperion software would be an advantage good excel skills independent able to work under pressure good interpersonal skills able to work with all levels office located at payar lebar ​,acc
142,Accountant,the responsibilities and duties of a accountant includes daily ap functions which includes keying in of supplier invoices and preparation of payments to vendors.,acc
142,Accountant,ensure purchases and payment adhered to company's policy.,acc
142,Accountant,liaise with internal and external customer in payment related matters problem solving related to rd party payment matters monthly vendor reconciliation ap payment weekly forecast other adhoc duties assigned the ideal candidate should possess diploma / degree in accountancy or acca minimum years of relevant accounting experience knowledge in sap and hyperion software would be an advantage good excel skills independent able to work under pressure good interpersonal skills able to work with all levels ​,acc
143,Accountant,position overview this position reports to and works closely with the accounting manager and is responsible for all aspects of the accounting function including general ledger accounts payable accounts receivable / credit management account reconciliations month-end closing financial analysis and reporting.,acc
143,Accountant,this position is also responsible for coordinating with the companys professional service partners to ensure compliance with all applicable tax regulations.,acc
143,Accountant,this position leads and assists in the annual operating planning process.,acc
143,Accountant,primary responsibilities establish and monitor the implementation and maintenance of accounting control procedures complies with legal requirements by studying existing and new legislation anticipating future legislation enforcing adherence to requirements filing financial reports responsible for assigned accounting tasks such as account reconciliations accounts payable accounts receivable inventory management costing credit management and others as advised assist in the evaluation and management of service providers provides status of financial condition by collecting interpreting and reporting financial data prepares special reports by collecting analyzing and summarizing information and trends prepares budgets by establishing schedules collecting analyzing and consolidating financial data recommending plans manages the capital expenditure request process monitors project spending and ensures assets are placed in-service protects operations by keeping financial information and plans confidential prepares monthly financial package as assigned in accordance with the company closing schedule supports the business with ad-hoc reporting as needed responsible for ensuring compliance with relevant tax laws prepares account analyses and other requested documents for the external financial statement auditors perform related duties as assigned or as the situation dictates education/experience/skills requirements bachelors degree in business accounting/finance or its equivalent minimum years of relevant working experience as accountant ability to think critically solve problems and work independently strong interpersonal skills and demonstrated management skills maintains a strong knowledge of financial reporting standards strong proficiency in accounting systems tools strong knowledge in microsoft excel and words ability to analyze large volumes of financial data form conclusions and action plans ability to multi-task prioritize tasks manage deadlines and manage teams high level of attention to detail excellent time management and organization skills flexibility to occasionally work beyond established hours collaborate and work effectively in a team environment physical demands and work environment work on computers while sitting at their desk for extended periods of time fast paced office environment,acc
144,Accountant,jobscope handles full spectrum of accounting duties cost centre analysis and review with stakeholders manage the accounting operations including month end accruals monthly review and variance analysis of expenses tracks changes to forecast and actual versus forecast for spend and ppv prepares monthly finance consolidation report for apac assist in the annual budget and forecast process.,acc
144,Accountant,supports external and internal audits implement continuous processes improvement initiatives to drive effectiveness and efficiency in work flows and reporting requirements min bachelor's degree in accounting/finance or acca level qualification required skills sap at least years of working experience in the related field is required for this position.,acc
144,Accountant,year contract renewable in mnc organization all interested candidates are invited to email your resume in ms word format to clarissakee@recruitexpress.com.sg please include your full accounting experience education background notice period expected salary.,acc
144,Accountant,company reg.,acc
144,Accountant,no.,acc
144,Accountant,w ea license number c clarissa kee pei wen r we regret to inform that only suitable candidates will be shortlisted for an interview.,acc
145,Accountant,[order number - ] responsibilities bookkeeping for clients/ record day to day financial transactions and complete the posting process.,acc
145,Accountant,verify transactions are recorded in the correct day book suppliers ledger customer ledger and general ledger.,acc
145,Accountant,bring the books to the trial balance stage.,acc
145,Accountant,perform partial checks of the posting process.,acc
145,Accountant,complete tax forms.,acc
145,Accountant,enter data maintain records and lunch reports and financial statements.,acc
145,Accountant,process accounts receivable/payable and handle payroll in a timely manner.,acc
145,Accountant,any other ad-hoc administrative tasks as assigned.,acc
145,Accountant,requirements degree in accounting or finance / acca with more than to years experience full sets of experience able to work independently knowledge of myob wiill be advantegous other information working hours monday to fridayam to pm office location centre interested applicants kindly send your resume to candidate@goodjobcreations.com.sg please include the following details for us to conduct a more effective job-matching for you expected last drawn salary earliest availability date/ notice period we regret that only shortlisted candidates will be notified.,acc
145,Accountant,however rest assured that all applications will be updated to our resume bank for future opportunities ea personnel name lim poh geok elaine ea personnel registration number r,acc
146,Accountant,as a part of the apac controllership team your role would be to support the overall controllership activities in the region.,acc
146,Accountant,you will review the work of the offshored shared service centre to ensure proper month end close.,acc
146,Accountant,you will continue to strength internal controls manage audit and tax matters and participate in systems and process upgrade.,acc
146,Accountant,ideally you are a qualified accountant with at least years of relevant working experience.,acc
146,Accountant,audit as well as mnc working experiences would be highly advantageous.,acc
146,Accountant,candidates who are with pure audit background but with exceptional performance rating will be considered.,acc
147,Accountant,responsibilities maintain accurate material master and standard costing for local site manufacturing sales prdc and services maintain sap posting for stock adjustments cycle counts for local site manufacturing sales prdc and services responsible for month end and quarterly closing for cost accounting reporting activities i.e.,acc
147,Accountant,inventory reconciliation variance analysis review and analyze variances report purchase price variance production variance absorption report review and analyze scrap reporting for local site manufacturing assist in coordination of annual physical inventory count for local site manufacturing coordinate and conduct bi-annual physical inventory count for sales prdc service and demo inventory assist in annual product costing activities for local site manufacturing sales prdc and services providing cost analysis for npi support as and when needed by local site manufacturing responsible for month end and quarterly closing for fixed asset reporting manage full range of fixed asset activities for local site manufacturing maintain and update capital expenditure capex capital assets requisition car as and when needed by local site manufacturing coordinate quarterly review on fixed asset for local site manufacturing sales prdc and services establish and maintain standard operating procedures/processes for the tasks performed and ensure continuous efficiency improvement ensure compliance with sarbanes oxley legislation and perform quarterly sox tests and narratives update requirements bachelor degree with specialization in accounting ca will be an advantage must have at least years of hands-on costing experience in a dynamic manufacturing mnc must have strong in knowledge of product costing and fixed asset working experience in sap is a pre-requisite pc skills including microsoft office excel word power-point strong communicator and facilitator with an analytical mind and good interpersonal skills strong bias for action positive attitude and results oriented.,acc
147,Accountant,self-motivated able to manage multiple complex tasks in a fast paced and challenging environment at ease with ambiguity ability to quickly evaluate an issue and recommend a solution.,acc
147,Accountant,experience in matrix and cross cultural business environment.,acc
148,Accountant,responsibilities handle accounts receivable ar perform monthly bank reconciliation process of inter-companies billing and facilitate reconciliaton of inter-companies' balances prepare monthly balance sheet schedule and reconciliation handle gst return manage and coordinate annual inventory physical and cycle counts manage and coordinate annual fixed asset sighting and allocation of tag number from time to time assist in corporate tax matters prepare audit schedules and assist in auditing matters perform any other tasks as required by suoervisor requirements candidate must possess at least diploma/advanced/higher/graduate diploma in finance/accountancy/banking or equivalent at least years of working experience in manufacturing industry preferably junior executive specialized in finance - general/cost accounting or equivalent experience in erp system system i.e.,acc
148,Accountant,sap preferred,acc
149,Accountant,duration months base - location pandan crescent duties to prepare payments by requesting disbursement and verifying documentation.,acc
149,Accountant,to monitor closely on payment and collection and submitting monthly summaries cash flow report and cash movement analysis.,acc
149,Accountant,to work closely with banker and maintain good relationship with banker for better hire purchase banking facilities.,acc
149,Accountant,to handle office administration functions provides various kinds of documents physical distribution within an organization.,acc
149,Accountant,follow up closely and monitored till completion.,acc
149,Accountant,to involved in daily ap ar data entries.,acc
149,Accountant,to prepare cheque / remittance to suppliers.,acc
149,Accountant,to update accounting data transactions such as sales invoice debit note cash receipts filling and maintenance a filing system.,acc
149,Accountant,to undertake any other related jobs from time to time.,acc
149,Accountant,requirements minimum possess diploma in accountancy preferably with - years of relevant working experience comfortable in a contract positions job code vant email address os@capitagrp.com as this position is urgent kindly email detailed cv or contact us @ and attention to vant with current and expected salary notice period and reason for leaving each job.,acc
149,Accountant,we regret to inform that only shortlisted candidates will be notified.,acc
149,Accountant,ea license no.,acc
149,Accountant,c ea reg.,acc
149,Accountant,id r vanessa teh ann chi by submitting your curriculum vitae or personal data to us in connection with your job application you are deemed to have read and agreed to the terms of our privacy policy and consented to the collection use and disclosure of your personal data by us and our affiliates in accordance with our privacy policy.,acc
149,Accountant,please access our website at www.capitagrp.com for a copy of our privacy policy.,acc
149,Accountant,if you wish to withdraw your consent please drop us an email at dataprotection@kellyservices.com.sg to let us know.,acc
149,Accountant,all resumes and personal particulars sent to the aforementioned email address will not be attended to as the address is not for job application purposes.,acc
150,Accountant,job responsibilities handle full sets of accounts perform month end closing financial and management reports and analyses expenses prepare and review financial statements preparation of account reconciliations verify receipts and payment details with transaction documents ensure all the accounting records are properly updated and reconciled in the accounting system provide and interpret the monthly financial information and operating reports to the management create and maintain fixed asset liaise with auditors and tax agent any ad-hoc accounting functions assigned by the management job requirements candidate must possess at least diploma/advanced/higher/graduate diploma in finance/accountancy/banking or equivalent.,acc
150,Accountant,at least years of working experience in the related field is required for this position professoinal firm experience able to start work immediately must have good working knowledge of myob,acc
151,Accountant,reponsibilities support and ensure timely accurate month-end closing and financial reporting assisting the fm.,acc
151,Accountant,coordinate and liaise with internal parties to support intercompany activities.,acc
151,Accountant,support and ensure compliance with finance filing requirements tax filing requirement gst/witholding tax procedures and forms both statutory and internal.,acc
151,Accountant,support in cpf submission and tax filing when necessary.,acc
151,Accountant,assist in new processes and system implementation when required.,acc
151,Accountant,processing claims and reimbursements.,acc
151,Accountant,assist in ar/ap processing.,acc
151,Accountant,assist in annual financial statements as needed.,acc
151,Accountant,prepare monthly reconciliations yearly tax and audit related schedules.,acc
151,Accountant,provide accounting assistance to parent/affiliated companies.,acc
151,Accountant,other ad-hoc duties as required.,acc
151,Accountant,requirements diploma/degree in accounting.,acc
151,Accountant,at least - years of working experiences.,acc
151,Accountant,proficient in microsoft word and excel.,acc
151,Accountant,merticulous with positive and good work attitudes are essential.,acc
151,Accountant,able to work independently with minimum supervision and has a high level of integrity.,acc
151,Accountant,team-oriented and able to work under pressure adhering to tight reporting deadliens with a strong sense of responsibility are essential attributes.,acc
151,Accountant,has good communication and interpersonal skills.,acc
151,Accountant,added advantage if the candidate is familiar with deltek maconomy software not a requisite.,acc
151,Accountant,added advantage if the candidate has worked in or is currently working in ad agency or related industry not a requisite.,acc
151,Accountant,note please state your availability in your application.,acc
152,Accountant,handle full set of accounts ensure timely and accurate billing of invoices prepare monthly bank reconciliations inventory reconciliations and intercompany confirmations prepare ar aging analysis report and sales report assist to update audit schedules assist in month end closing and preparation of journal entries maintaining fixed assets register assist in preparation of quarterly gst filing key in simple payroll entries into system work pass/employment pass applications other ad-hoc duties as assigned requirements at least years of working experience in the related field is required for this position.,acc
152,Accountant,interested candidates who wish to apply for the advertised position please email us an updated copy of your resume.,acc
152,Accountant,email address gs@talenttradergroup.com ea license no c for candidate who applied for the advertised position is deemed to have consented to us that we may collect use or disclose your personal information for purpose in connection with the services provided by us.,acc
153,Accountant,to vb -day work week .am to pm location boonlay my client is an mnc in the construction industry.,acc
153,Accountant,responsibilities monitor project performance determine improvement areas by developing key performance indicators for critical metrics clearly communicate projects results and status to stakeholders on a regular basis active involvement in project budgeting and forecasting processes administer and review all plans against actual results with a view to identify explain and correct variances as appropriate maintain project schedule and cost forecast throughout project analyse schedule and cost trends and provides actual and forecasted cost schedules to project team provide insights into project wip collections risks opportunities and cashflow present all financial data in a transparent way attends project and management review to present cost status actively reviewing and recommending measures for continuous improvement in project management and reporting processes qualifications requirements degree in accountancy acca or equivalent with - years of relevant experience.,acc
153,Accountant,prior exposure to accounting for construction contracts is essential keen analytical organization and problem-solving skills which allows for strategic data interpretation versus simple reporting strong interpersonal and communication skills experience in effectively communicating key financial data and the ability and desire to translate complex financial concepts to individuals at all levels including finance and non-finance managers advanced microsoft excel skills is essential ability to identify and implement change all successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits.,acc
153,Accountant,please email your resume in a detailed ms word format to crystal.wu@peopleprofilers.com stating .,acc
153,Accountant,current drawn .,acc
153,Accountant,expecting salary .,acc
153,Accountant,date available .,acc
153,Accountant,reason to leave each job we regret that only shortlisted candidates will be notified crystal wu jia lin people profilers pte ltd anson road -/ international plaza singapore tel www.peopleprofilers.com ea license number c ea personnel reg nos r job id,acc
154,Accountant,japanese electronics mnc salary up to mon to fri am-pm working location bedok good career progression responsibilities handle full set of accounts ap/ar/gl and monthly closing review and reconcile intercompany transactions discrepancies assist in preparation of management reports cost and ap control with b/s analysis preparation of monthly forecast liaise with shared service on transactional entries quarterly gst submission review implement and oversee all accounting controls policies and procedures and oversee sox internal control processing of withholding tax other accounting related duties as assigned requirements degree in accountancy acca or equivalent - years of relevant working experience will be advantageous good knowledge of erp system and sap able to work under pressure and meet tight deadlines applicants who possess relevant experience for the above responsibilities are most welcome to apply.,acc
154,Accountant,if you do not possess the above experience your application will still be considered on individual merits and you may be contacted for other opportunities.,acc
154,Accountant,please submit your updated resume in ms format by using the apply now button .,acc
154,Accountant,alternatively you can send your resumes to mci@mci.com.sg .,acc
154,Accountant,our dedicated and approachable mci consultants will get back to you soon for a confidential discussion.,acc
154,Accountant,please include the following information in your resume education background work experiences in point forms reason s for leaving current and expected salary date of availability / notice period we regret to inform that only shortlisted candidates would be notified.,acc
154,Accountant,we wish you all the best in your career search.,acc
154,Accountant,germaine teo yin shyn registration number r ea licence no c mci career services pte ltd,acc
155,Accountant,construction industry days work week basic up to s.k our client construction industry has an opportunity for a dynamic individual to join the team as a project accountant.,acc
155,Accountant,job responsibilities monitor project performance determine improvement areas by developing key performance indicators for critical metrics clearly communicate projects results and status to stakeholders on a regular basis active involvement in project budgeting and forecasting processes administer and review all plans against actual results with a view to identify explain and correct variances as appropriate maintain project schedule and cost forecast throughout project analyse schedule and cost trends and provides actual and forecasted cost schedules to project team provide insights into project wip collections risks opportunities and cashflow present all financial data in a transparent way attends project and management review to present cost status actively reviewing and recommending measures for continuous improvement in project management and reporting processes job requirements degree in accountancy acca or equivalent prior exposure to accounting for construction contracts is essential keen analytical organization and problem-solving skills which allows for strategic data interpretation versus simple reporting strong interpersonal and communication skills experience in effectively communicating key financial data and the ability and desire to translate complex financial concepts to individuals at all levels including finance and non-finance managers advanced microsoft excel skills is essential ability to identify and implement change other information working location west day work week basic up to s.k please send a copy of your latest resume to reeve.lim@capitasingapore.com or drop me a call @ / for a confidential discussion.,acc
155,Accountant,we regret to inform that only shortlisted applicants will be notified.,acc
155,Accountant,capita pte ltd i ea license no.,acc
155,Accountant,c i reeve lim kok kiong registration no.,acc
155,Accountant,r,acc
156,Accountant,benefits summary salary up to months contract responsibilities perform accounts payable duties such as codingstaff reimbursements and data entries prepare and process payments for suppliers and customer refund assist in other accounting duties applicants who possess relevant experience for the above responsibilities are most welcome to apply.,acc
156,Accountant,if you do not possess the above experience your application will still be considered on individual merits and you may be contacted for other opportunities.,acc
156,Accountant,please submit your updated resume in ms format by using the apply now button.,acc
156,Accountant,our dedicated and approachable mci consultants will get back to you soon for a confidential discussion.,acc
156,Accountant,please include the following information in your resume to mci@mci.com.sg education background work experiences in point forms reason s for leaving current and expected salary date of availability / notice period we regret to inform that only shortlisted candidates would be notified.,acc
156,Accountant,we wish you all the best in your career search.,acc
156,Accountant,john ko registration number r ea licence noc,acc
157,Accountant,benefits summary salary up to bonus is provided days work week monday - friday responsibilities perform accounts payable duties such as codingstaff reimbursements and data entries prepare and process payments for suppliers and customer refund assist in other accounting duties applicants who possess relevant experience for the above responsibilities are most welcome to apply.,acc
157,Accountant,if you do not possess the above experience your application will still be considered on individual merits and you may be contacted for other opportunities.,acc
157,Accountant,please submit your updated resume in ms format by using the apply now button.,acc
157,Accountant,our dedicated and approachable mci consultants will get back to you soon for a confidential discussion.,acc
157,Accountant,please include the following information in your resume to mci@mci.com.sg education background work experiences in point forms reason s for leaving current and expected salary date of availability / notice period we regret to inform that only shortlisted candidates would be notified.,acc
157,Accountant,we wish you all the best in your career search.,acc
157,Accountant,john ko registration number r ea licence noc,acc
158,Accountant,benefits summary permanent position salary up to working hours monday to friday .am .pm location bedok responsibilities handle full set of accounts ap/ar/gl and monthly closing review and reconcile intercompany transactions discrepancies assist in preparation of management reports cost and ap control with b/s analysis preparation of monthly forecast liaise with shared service on transactional entries quarterly gst submission review implement and oversee all accounting controls policies and procedures and oversee sox internal control processing of withholding tax other accounting related duties as assigned requirements - years of relevant experience in accounting experience in sap is advantageous applicants who possess relevant experience for the above responsibilities are most welcome to apply.,acc
158,Accountant,if you do not possess the above experience your application will still be considered on individual merits and you may be contacted for other opportunities.,acc
158,Accountant,please submit your updated resume in ms format by using the apply now button.,acc
158,Accountant,our dedicated and approachable mci consultants will get back to you soon for a confidential discussion.,acc
158,Accountant,please include the following information in your resume education background work experiences in point forms reason s for leaving current and expected salary date of availability / notice period we regret to inform that only shortlisted candidates would be notified.,acc
158,Accountant,we wish you all the best in your career search.,acc
158,Accountant,kenny koh geng tian registration no r mci career services pte ltd ea license no.,acc
158,Accountant,c,acc
159,Accountant,information location bedok salary up to working hours monday to friday .am to .pm responsibilities handle full set of accounts ap/ar/gl and monthly closing review and reconcile intercompany transactions discrepancies assist in preparation of management reports cost and ap control with b/s analysis preparation of monthly forecast liaise with shared service on transactional entries quarterly gst submission review implement and oversee all accounting controls policies and procedures and oversee sox internal control processing of withholding tax other accounting related duties as assigned requirements requirements - years relevant working experience.,acc
159,Accountant,knowledge in sap is advantageous.,acc
159,Accountant,able to commence work within short notice.,acc
159,Accountant,applicants who possess relevant experience for the above responsibilities are most welcome to apply.,acc
159,Accountant,if you do not possess the above experience your application will still be considered on individual merits and you may be contacted for other opportunities.,acc
159,Accountant,in order to speed up the shortlisting process qualified or interested candidates are strongly encouraged to submit your updated resume in ms format by using the quick apply or apply now button.,acc
159,Accountant,alternatively you may also email your resume to us at mci@mci.com.sg our dedicated and approachable mci consultants will get back to you soon for a confidential discussion.,acc
159,Accountant,please include the following information in your resume education background work experiences in point forms reasons for leaving current and expected salary date of availability / notice period we regret to inform that only shortlisted candidates would be notified.,acc
159,Accountant,to find out about other career opportunities in mci career services pte ltd do visit www.mci.com.sg for complete job listing.,acc
159,Accountant,we wish you all the best in your career search.,acc
159,Accountant,cheah ying xin evonne ea personnel no.,acc
159,Accountant,r mci career services pte ltd ea license no.,acc
159,Accountant,c,acc
160,Accountant,job description the general accountant will contribute to the efficient and effective workings of the finance department by executing daily tasks with a strong attention to detail.,acc
160,Accountant,this role will utilize strong accounting knowledge time management skills and effective problem solving to ensure success.,acc
160,Accountant,specific duties and responsibilities accounts payable includes processing invoices following up with vendors and resolving discrepancies in a timely manner.,acc
160,Accountant,accounts receivable including processing payments producing statement of accounts collections on overdue accounts and account reconciliation.,acc
160,Accountant,banking processing bank deposits and all associated finance entries.,acc
160,Accountant,processing employee expense reports verifying expenses are within the company guidelines correcting errors questioning abnormal expenses and entering into the finance system.,acc
160,Accountant,invoice and delivery order creation and distribution when required.,acc
160,Accountant,filing and records retention.,acc
160,Accountant,assisting with monthly and year end tasks.,acc
160,Accountant,reception and administrative support.,acc
160,Accountant,assist with special projects as required.,acc
160,Accountant,financial software - cloud accounting qualifications bachelor's degree preferably in finance/accounting - years accounting experience cloud accounting experience is a definite asset.,acc
160,Accountant,detail oriented ability to show initiative and take responsibility.,acc
160,Accountant,strong ms office skills.,acc
160,Accountant,effective time management skills enhanced verbal and interpersonal communication skills effective problem solving skills ability to work independently and in a team oriented environment.,acc
160,Accountant,ability to favorably represent the company image to clients.,acc
161,Accountant,maintain full set of accounts for the companies assigned by the accounting manager ensuring accounting treatments and results are compliance with ifrs and company accounting policy review the accounting records created by divisions and the analysis/report prepared by divisions prepare the management report statutory report analysis and reconciliation forecast for companies assigned according to the requirements from management and company maintain assets register run depreciation and amortization and perform related assets management function per company policy furnish auditing documents per auditors requirements responsible for the accounting file management for the companies assigned including the historic files other duties as assigned,acc
162,Accountant,perform book-keeping function and ensure timely provision of accurate financial information to meet statutory requirements support the review and analysis of financial performance for management reporting and assist line managers within the department.,acc
162,Accountant,maintain full set accounting books of investment holding companies ensure timely and accurate closing of financials monthly forecast and budget banking audit tax and gst matters and reporting for group consolidation assist in review and analysis of financial performance and prepare analysis schedules and reports for monthly quarterly forecast and budget reporting.,acc
162,Accountant,assist in region level coordination and liaison on financial reporting requirements.,acc
162,Accountant,requirements candidate must possess at least a diploma at least years of working experience in the related field is required for this position.,acc
162,Accountant,interested candidates who wish to apply for the advertised position please email us an updated copy of your resume attnweit or contact our office at for a confidential discussion.,acc
162,Accountant,we regret that only shortlisted candidates will be notified.,acc
162,Accountant,job code weit email address cap.ta@capitagrp.com ea license no.,acc
162,Accountant,c,acc
163,Accountant,reporting to the finance director the senior accountant has primary responsibility to support the proper recording of the companys activities.,acc
163,Accountant,he / she will be tasked to support the finance director and finance manager to review existing processes in the company and support implementation of key financial controls and drive process changes as appropriate.,acc
163,Accountant,key responsibilities fixed asset accounting ensure robust record keeping of companys fixed assets and support full implementation of fixed assets accounting in netsuite erp.,acc
163,Accountant,balance sheet reconciliations prepare the maintain monthly balance sheet schedules for key balance sheet accounts like deposits prepayments accrual balances.,acc
163,Accountant,inventory control work closely with logistics team to ensure proper record of companys finished goods and raw materials are maintained in netsuite at month-end.,acc
163,Accountant,accounts payable process supplier invoices in netsuite erp with -way match liaise with operations colleagues on goods receipt controls grn.,acc
163,Accountant,review and recommend modifications to accounting systems and procedures.,acc
163,Accountant,liaise with finance manager to set up and improve financial procedures.,acc
163,Accountant,participate in projects and system enhancement exercises.,acc
163,Accountant,assume other finance and accounting responsibilities as assigned.,acc
163,Accountant,education experience bachelors degree in accounting or equivalent professional qualifications.,acc
163,Accountant,minimum years hands-on accounting work experience post-graduate.,acc
163,Accountant,experience working with erp systems like sap oracle or netsuite.,acc
163,Accountant,meticulous detail oriented and able to maintain accounting accuracy.,acc
163,Accountant,excellent organizational skills and able to work independently.,acc
163,Accountant,essential traits possess a good sense of urgency and capable of meeting tight deadlines in a fast-paced working environment.,acc
163,Accountant,positive and will do work attitude and must be willing to liaise with multiple stakeholders.,acc
163,Accountant,strong willingness to learn and grow with the company.,acc
164,Accountant,job description prepare financial reports monitor performance against budgets forecasts and prior year in a timely manner manage timely monthly closing process and reconciliations including intercompany transactions resolve accounting discrepancies ensure accounting activies are in compliance with the accounting standard prepare monthly gst submission annual statutory audit tax and regular goverment surveys assist in the implementation of erp system and data migration assist in review and implementation of an effective system of internal control procedures requirements degree in accounting / finance with minimum - years of hands-on relevant accounting experience at management level.,acc
164,Accountant,ca with accpac knowledge with be a plus point strong analytical skills and ability to multi-task at a fast paced environment this role is required to travel within asia pacific regions.,acc
164,Accountant,all applicants will be treated with strict confidence.,acc
165,Accountant,handling full functions of finance and accounts leading singapore and regional offices preparation of financial and management reports preparation of short and long term liquidity planning performing month-end closing requirements candidate must possess at least a diploma in accounts/finance at least years of working experience in the accounts/finance field is required regional experience is a must interested candidates who wish to apply for the advertised position please email us an updated copy of your resume attnsans or contact our office at for a confidential discussion.,acc
