url,Job Title,Company,Job Description,company_desc
https://www.jobstreet.com.sg/en/job/accounts-admin-up-2500-west-6838802?fr=J&src=16&srcr=16&searchRequestToken=05f0b285-7342-4da8-8918-bcc70d80a3a0&sectionRank=14802,Accounts Admin | Up $2500 | West,"Capita Pte Ltd – Temp & Contract    							     
																						
(Recruitment Firm)","Job Duties:
• Processing high volume of claims and invoices
• Familiar in dealing with hard copies and documentation
• Retrieve and report information from SAP related to Tax and Audit
• Weekly Webforecast
• Cash Flow Actual (CFA)
• Assist with Tax - run GL, analyse for non deductible expenses, retrieve documents
• Assist with Audit - Run GL, retrieve documents
 
Requirements: 
• Minimum diploma holder in Finance or Accounting
• Preferably candidates experienced in SAP
 
Email: tc02@capitasingapore.com
Code: KENT
 
whatsapp 83664825 (with Full Name/Education/ Availability) to arrange for interview immediately
 
Reg No: R1769941 (Kenneth Tan)
 
EA License No: 08C2893 (Capita Pte Ltd)
 
By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.capitagrp.com for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. All resumes and personal particulars sent to the aforementioned email address will NOT be attended to as the address is not for job application purposeses","Founded in 2007 in Singapore, Capita Pte Ltd is a premium recruitment expert and staffing provider for international companies in Singapore and across Asia.
 
Encompassing local and international placements, contract and temporary staffing, outplacement as well as payroll services across all industry sectors, Capita’s highly personalised service ensures that its clients find the right talent to meet their human resource needs.
 
Capita’s service offering is split into corporate and specialised divisions. While the corporate division comprises the business support and outsourcing practices that focus on permanent, contract and temporary positions, the specialised division has a focus on the engineering, banking and finance as well as technology industries. With more companies requiring candidates for specialist functions as well as talent with generalist capabilities in an increasingly competitive business environment, these divisions ensure that clients work with industry-focused consultants with specific expertise to match their talent management needs.
In 2012, Capita expanded its footprint in Asia, opening an office in Kuala Lumpur, Malaysia to better serve regional clients.
 
Capita  has been recognised as one of the preferred HR Vendors of the Year for six consecutive years since 2010. In addition, we have also been honoured with the Enterprise 50 award in 2012 as well as the Recruitment Agency of the Year Silver Award (Asia Recruitment Awards, 2015).
 
More information about Capita Pte Ltd is available at www.capitagrp.com and www.facebook.com/capitagrp.
 
<<<By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy.
 
Please visit www.capitagrp.com for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email at ""dataprotection@persolkelly.com"" to let us know. (NOTE: any resumes or job applications sent to this data protection mailbox will NOT be attended to as it is solely for the purposes of personal data protection related feedback.)"
https://www.jobstreet.com.sg/en/job/accounts-payable-executive-permanent-6838731?fr=J&src=16&srcr=16&searchRequestToken=5c719997-4234-4306-978e-adbbdaade781&sectionRank=14889,Accounts Payable Executive (Permanent),"Robert Half International Pte Ltd

    							     
																						
(Recruitment Firm)","The Company
Our client is US MNC in the technology industry. They are looking to hire an AP Executive due to business expansion.
 
The Role
Reporting to the Finance Manager, you are expected to handle accounts payable duties including processing of claims, reviewing invoices, processing payments, assisting in monthly closing, and preparing GST submission, etc. 
 
Your Profile
You should have at least a Diploma in Accountancy or equivalent, with minimum 1 year of experience in accounting, preferably from MNC background. You should have good communications skills and are able to work independently.
 
Apply Today
 Please send your resume, in WORD format only and quote reference number Ref No 
ET
10266197, by clicking the apply button. Please note that only short-listed candidates will be contacted. 
Co. Registration no.: 200612189E | EA Licence no.: 07C5595 | EA Registration no.: R1330020",
https://www.jobstreet.com.sg/en/job/regional-accounts-manager-3mths-to-4mths-raffles-place-glez-6838709?fr=J&src=16&srcr=16&searchRequestToken=fc64d7f5-5677-48a2-b3ec-c21151eeb3d4&sectionRank=14922,"Regional Accounts Manager, 3mths to 4mths, Raffles Place (GLEZ)","Capita Pte Ltd – Temp & Contract    							     
																						
(Recruitment Firm)","Contract Duration: 3mths to 4mths
Salary Up to $7000
Location: Raffles Place
 
Job Descriptions:
●    Manage the monthly close process including the timely completion of close items and reporting in BFC
●    Monitor relevant guidance to ensure accounting policies and procedures are in compliance
●    Work closely with Finance IT team to improve system processes and reporting outputs
●    Project manage SOX and financial audit processes and maintain compliance with request deadlines
●    Maintain control documentation and lead development of additional automated/system controls
●    Perform month-end close activities, including preparation of journal entries and reconciliations for various balance sheet and income statement accounts
●    Manage and mentor Singapore-based accountants
●    Suggest, develop and lead process improvement projects such as enhancing internal controls/systems and streamlining accounting processes
●    Prepare schedules and reports for management and external service providers
●    Provide a high level of customer service to finance and non-finance business partners
 
Requirements:
●    Bachelors degree in Accounting or related field
●    Chartered Accountant designation or equivalent
●    7+ years of proven progressive accounting experience, minimum of 2+ years managing deadline-driven close and reporting activities
●    2+ years experience in a similar role in a high-growth advertising agency or technology company
●    Experience managing a month-end close involving multiple financial systems (ie. MediaOcean and SAP)
●    Experience merging/integrating multiple financial systems and processes into a single reporting stream
●    Experience reporting financial information in BFC/Cartesis or similar consolidation systems
●    Experience with SAP BusinessOne, Blackline, BFC
●    Experience in a multi-country/currency environment
●    Advertising, Media, or Entertainment industry experience
 
Job Code: GLEZ
Email Address: tc05@capitagrp.com
 
As this position is urgent, kindly email detailed CV or contact us @ 67093424 attention to Glenn with current and expected salary, notice period and reason for leaving each job. We regret to inform that only shortlisted candidates will be notified.
 
More jobs available HERE!
 
By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please access our website at www.capitagrp.com for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email at dataprotection@kellyservices.com.sg to let us know. All resumes and personal particulars sent to the aforementioned email address will NOT be attended to as the address is not for job application purposes.
 
EA License No.: 08C2893 Capita Pte Ltd
EA Reg. ID: R1874441 Glenn Zheng Huiwen","Founded in 2007 in Singapore, Capita Pte Ltd is a premium recruitment expert and staffing provider for international companies in Singapore and across Asia.
 
Encompassing local and international placements, contract and temporary staffing, outplacement as well as payroll services across all industry sectors, Capita’s highly personalised service ensures that its clients find the right talent to meet their human resource needs.
 
Capita’s service offering is split into corporate and specialised divisions. While the corporate division comprises the business support and outsourcing practices that focus on permanent, contract and temporary positions, the specialised division has a focus on the engineering, banking and finance as well as technology industries. With more companies requiring candidates for specialist functions as well as talent with generalist capabilities in an increasingly competitive business environment, these divisions ensure that clients work with industry-focused consultants with specific expertise to match their talent management needs.
In 2012, Capita expanded its footprint in Asia, opening an office in Kuala Lumpur, Malaysia to better serve regional clients.
 
Capita  has been recognised as one of the preferred HR Vendors of the Year for six consecutive years since 2010. In addition, we have also been honoured with the Enterprise 50 award in 2012 as well as the Recruitment Agency of the Year Silver Award (Asia Recruitment Awards, 2015).
 
More information about Capita Pte Ltd is available at www.capitagrp.com and www.facebook.com/capitagrp.
 
<<<By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy.
 
Please visit www.capitagrp.com for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email at ""dataprotection@persolkelly.com"" to let us know. (NOTE: any resumes or job applications sent to this data protection mailbox will NOT be attended to as it is solely for the purposes of personal data protection related feedback.)"
https://www.jobstreet.com.sg/en/job/accounts-payable-executive-permanent-6838731?fr=J&src=16&srcr=16&searchRequestToken=dc716324-641e-4ed0-e273-2e5118f53d8e&sectionRank=14904,Accounts Payable Executive (Permanent),"Robert Half International Pte Ltd

    							     
																						
(Recruitment Firm)","The Company
Our client is US MNC in the technology industry. They are looking to hire an AP Executive due to business expansion.
 
The Role
Reporting to the Finance Manager, you are expected to handle accounts payable duties including processing of claims, reviewing invoices, processing payments, assisting in monthly closing, and preparing GST submission, etc. 
 
Your Profile
You should have at least a Diploma in Accountancy or equivalent, with minimum 1 year of experience in accounting, preferably from MNC background. You should have good communications skills and are able to work independently.
 
Apply Today
 Please send your resume, in WORD format only and quote reference number Ref No 
ET
10266197, by clicking the apply button. Please note that only short-listed candidates will be contacted. 
Co. Registration no.: 200612189E | EA Licence no.: 07C5595 | EA Registration no.: R1330020",
https://www.jobstreet.com.sg/en/job/accounts-and-administrative-executive-6836716?fr=J&src=16&srcr=16&searchRequestToken=6df11916-a84a-4513-c4ae-aa182111c79f&sectionRank=14865,Accounts and Administrative Executive,HOMAGE CO PTE. LTD.,"We are looking for an energetic and meticulous individual who can contribute towards Homage’s Finance Team. The Accounts and Administrative Executive will be responsible for Accounts Receivables, Office Management and General Administration in Homage. You ensure all billings are timely and accurate and will work collaboratively with our Care Advisory Team to address all customers’ queries. You will ensure all office administrative matters within Homage are addressed.



 



 



RESPONSIBILITIES




	
Ensure timely and accurate billings of invoices

	
Follow up closely on clients’ queries

	
Follow up closely on all outstanding payments

	
Issue statement of accounts to clients

	
Prepare AR ageing reports

	
Ordering of the office supplies, name cards and stationery

	
Bank in cheques

	
Collect and distribute mail

	
Any other duties as assigned by the Head of Finance





 



SKILLS & EXPERIENCE




	
Degree in Accountancy with 3 years of working experience

	
Able to work under pressure with tight deadlines

	
Meticulous and demonstrate good working attitude

	
Ability to multi-task and prioritize activities effectively, while ensuring a high level of accuracy and attention to detail

	
Experience working in a fast-paced and high-growth environment – Start-up experience a plus

	
Proficient and comfortable with adopting technology and software tools (Microsoft Office, web/mobile applications etc.)

	
Good command of English Language","Homage is a trusted senior home care marketplace and technology platform seamlessly connecting seniors to the best quality of care on demand.

 



The Homage platform uses a proprietary matching engine that pairs seniors with the best care professionals for their needs in real-time. Family members can schedule, manage, and monitor care visits through Homage family app from anywhere, stay in communication with the care professional and get real-time information on the care their senior is receiving. 



 



The model’s objective is threefold — to help seniors age with dignity, to unburden their family caregivers, and to turn compassionate people with caregiving experience into ‘micro-entrepreneurs’ — providing them with an opportunity to earn a 50% higher wage."
https://www.jobstreet.com.sg/en/job/accounts-payable-ptp-analyst-6839014?fr=J&src=16&srcr=16&searchRequestToken=4f48fd3d-35ad-4102-b3ae-3b70d4e36306&sectionRank=14609,Accounts Payable (PTP analyst),"Randstad - Accounting    							     
																						
(Recruitment Firm)","about the client
Our client is a leading organisation with a solid reputation in the services industry. Due to continued focus and commitment to Asia, there is need for a high calibre accountant to join their team in Singapore
about the job
Your scope will cover processing of accounts and incoming payments in compliance with financial policies, review all invoices for appropriate documentation and approval prior to payment, matching of invoices, transactions and assist to clear backlogs. You will be working in a high-volume environment and required to support other ad hoc projects
skills and experience required
Diploma/Degree in Accountancy from reputable institutions
Minimum 4 years of experience in an Accounts payable role
To apply online please use the 'apply' function, alternatively you may contact Rumi Mohd at 6510 6520>.
(EA: 94C3609/ R1550851 )",
https://www.jobstreet.com.sg/en/job/accounts-cum-admin-6816726?fr=J&src=16&srcr=16&searchRequestToken=ef6e54ec-0c84-413e-9107-6b8a3cfcc2e5&sectionRank=14505,Accounts cum Admin,ALPHA METALS & MARKETING PTE LTD,"Job Description:




	
Handling full set of accounts

	
Preparation of monthly, quarterly & annual accounting activities and financial reports.

	
Recording and posting of accounting entries in Accounting system

	
Cash management including payment and receipts processing

	
Filing of GST Return and related GST reports and requirements.

	
Dealing with the suppliers, banks and auditors

	
Payroll processing and payment.

	
Other Accounting tasks as needed.

	
Others based on staff’s requirements.

	
Maintenance and replenishment of office and pantry supplies.

	
Processing and coordination of employee’s medical insurance.

	
Other office administrative tasks as needed.





Job Requirement:




	
Possess at least a Diploma / Advance Diploma / Degree in Accounting/Finance or equivalent

	
Min 1 year of working experience

	
HR experience candidate will be advantages.

	
Self motivated and able to work independently

	
Required Language(s) : Mandarin, English - to liaise with Mandarin speaking associates

	
Experience in Payable Account and Receivable Account will be added advantage and higher chance to be shortlisted.","An trading company, located in Joo Koon is looking for:
 
 
*************************************************************************************************************************************"
https://www.jobstreet.com.sg/en/job/accounts-cum-admin-6816726?fr=J&src=16&srcr=16&searchRequestToken=53bea7cd-de44-4e03-e790-72703fff38f9&sectionRank=14522,Accounts cum Admin,ALPHA METALS & MARKETING PTE LTD,"Job Description:




	
Handling full set of accounts

	
Preparation of monthly, quarterly & annual accounting activities and financial reports.

	
Recording and posting of accounting entries in Accounting system

	
Cash management including payment and receipts processing

	
Filing of GST Return and related GST reports and requirements.

	
Dealing with the suppliers, banks and auditors

	
Payroll processing and payment.

	
Other Accounting tasks as needed.

	
Others based on staff’s requirements.

	
Maintenance and replenishment of office and pantry supplies.

	
Processing and coordination of employee’s medical insurance.

	
Other office administrative tasks as needed.





Job Requirement:




	
Possess at least a Diploma / Advance Diploma / Degree in Accounting/Finance or equivalent

	
Min 1 year of working experience

	
HR experience candidate will be advantages.

	
Self motivated and able to work independently

	
Required Language(s) : Mandarin, English - to liaise with Mandarin speaking associates

	
Experience in Payable Account and Receivable Account will be added advantage and higher chance to be shortlisted.","An trading company, located in Joo Koon is looking for:
 
 
*************************************************************************************************************************************"
https://www.jobstreet.com.sg/en/job/accounts-executive-up-to-3300-with-aws-6804802?fr=J&src=16&srcr=16&searchRequestToken=fa615f26-7517-4cc5-ffae-0ff5101f00cf&sectionRank=13010,"Accounts Executive (UP to $3,300) With AWS",Anbros Industries (S) Pte Ltd,"Responsibilies:




	
Preparation of Purchase Orders

	
Preparation of Letter of Credit and submission to bank for opening of L/C

	
Collection and processing of Inward Bill for Collection from the bank

	
Processing payments, including: Issuing cheque, TT

	
Trade financing (trust receipts and invoice financing)

	
Bank reconciliation

	
Supplier statement reconciliation

	
Stock reconciliation

	
Recording goods received in Navision

	
Processing of insurance claims for damaged cargoes





Requirements:




	
Minimum 3 years of relevent working experience

	
Familiar with ERP system, Navision preferred

	
Strong communication skills

	
Team player, detail oriented and positive attitude





Other Staff Benefits:




	
Lunch and transport are provided.",Anbros Industries (S) Pte Ltd is a dairy-based ingredients supplier with market leading position in innovative dairy ingredient solutions and stockfeed blending. We are seeking for suitable candidates to join our dynamic team.
https://www.jobstreet.com.sg/en/job/accounts-executive-investmentfixed-income-west-6000-6805647?fr=J&src=16&srcr=16&searchRequestToken=d96170ef-231a-45aa-c85b-b4a36f6846e0&sectionRank=12604,Accounts Executive (Investment/Fixed Income) - West - $6000,"Capita Pte Ltd - Business Support 3

    							     
																						
(Recruitment Firm)","Full sets of financial mangement accounts
Preparation of annual budget
Liasing with external auditors for review
Liasing with tax agents for tax computation
Accounting for investment instruments (e.g. Derivatives, FX, fixed income)
Responsibilites:
Candidate must possess at least a Bachelor's Degree in the accounting or related field
Preferably Senior Executives specializing in Finance - Corporate Finance/Investment/Merchant Banking or equivalent.
Product knowledge in fixed incomes will be advantageous
Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume
 
(Attn:SANS) or contact our office at +65 6709 3462 for a confidential discussion. We regret that only shortlisted candidates will be notified.
 
Job Code: SANS
Email Address: cap.ta@capitagrp.com
 
EA License No.: 08C2893","Founded in 2007 in Singapore, Capita is a premium recruitment expert and staffing provider for international companies in Singapore and international placements, contract and temporary staffing, outplacement as well as payroll services across all industry sectors, Capita’s highly personalised service ensures that its clients find the right talent to meet their human resource needs.
 
Capita’s service offering is split into corporate and specialised divisions. While the corporate division comprises the business support and outsourcing practices that focus on permanent, contract and temporary positions, the specialised division has a focus on the engineering, banking and finance as well as technology industries. With more companies requiring candidates for specialist functions as well as talent with generalist capabilities in an increasingly competitive business environment, these divisions ensure that clients work with industry-focused consultants with specific expertise to match their talent management needs.
 
In 2012, Capita expanded its footprint in Asia, opening an office in Kuala Lumpur, Malaysia to better serve regional clients.
Capita has been recognised as one of the preferred HR Vendors of the Year for six consecutive years since 2010. In addition, we have also been honoured with the Enterprise 50 award in 2012 as well as the Recruitment Agency of the Year Silver Award (Asia Recruitment Awards, 2015).
More information about Capita Staffing & Search is available at www.capitagrp.com and www.facebook.com/capitagrp.
 
<<<By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy.
 
Please visit www.capitagrp.com for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email at ""dataprotection@persolkelly.com"" to let us know. (NOTE: any resumes or job applications sent to this data protection mailbox will NOT be attended to as it is solely for the purposes of personal data protection related feedback.)"
https://www.jobstreet.com.sg/en/job/accounts-officer-6816894?fr=J&src=16&srcr=16&searchRequestToken=641d2398-c233-460c-9be6-e87141be0e5e&sectionRank=12147,Accounts Officer,Curtin Education Centre Pte Ltd,"The Accounts Officer is responsible for student financial management and providing accounts support to the Finance Team.



 



Key duties include:



* process student receipts and student refunds



* maintenance of creditors masterfile



* bank reconciliation



 



Applicant should possess:



* post-secondary studies in Accounting



* excellent written and verbal communication skills



* attention to details and high accuracy levels



* computer literacy



* team-based approach to work","Curtin Singapore is one of Curtin University campuses around the world. This campus makes a Curtin education even more accessible. Curtin Singapore continues the dynamic emphasis on innovative teaching methods, strong industry links and highly employable graduates that are synonymous with the Curtin name. When you choose Curtin Singapore you can be confident that you are choosing a leading educator that is recognised globally."
https://www.jobstreet.com.sg/en/job/finance-officer-accounts-receivable-6816886?fr=J&src=16&srcr=16&searchRequestToken=641d2398-c233-460c-9be6-e87141be0e5e&sectionRank=12144,Finance Officer (Accounts Receivable),Hwa Chong Institution,"Take charge of school fees collection and financial assistance related matters

	
Take charge of banking and fixed asset accounting

	
Take charge of collation and submission of reports

	
Handle students’ and travel insurance matters

	
Provide administrative support for students’ overseas trips

	
Provide any other ad-hoc financial and administrative support 







Requirements:




	
Diploma holders with 2-3 years of relevant experience in accounts receivables

	
Competent in Microsoft office applications especially Excel skills

	
Highly detailed and meticulous with good organisational skills

	
Good interpersonal, customer service

	
Able to work independently as well as in a team

	
Ability to embrace student-centric service culture

	
Able to handle information with integrity and confidentially","At the Forefront of Education Innovation



Hwa Chong Institution (HCI) is Singapore's premier independent school, with a rich history of over 90 years. HCI was the first mega-school in Singapore to offer six-year 'through-train' Integrated Programme (IP).



The Institution offers a host of MOE and school-based Talent Development Programmes. They include the Science and Math Talent Programme; Humanities Programme; Bicultural Studies Programme; Language Elective (Chinese) Programme; Art Elective Programme; as well as Research and Enrichment Programmes with both local and overseas institutions of learning.



In 2009, HCI was featured as one of the world's most innovative schools by the South China Morning Post, Hong Kong's premier English daily. Some exciting initiatives in the school include the FutureSchool@HCI and opportunities to teach at the Hwa Chong-Beijing Satellite Campus. Indeed, there is never a dull moment in Hwa Chong."
https://www.jobstreet.com.sg/en/job/accounts-executive-3756059/origin/my?fr=J&src=16&srcr=16&searchRequestToken=a20c5da0-9ced-4491-802a-657ee8172c90&sectionRank=12104,Accounts Executive,SAS Institute Pte Ltd (Singapore),"The JMP Division of SAS is successful and growing, which means we are in the market for smart people to join our sales team. At JMP, we offer very competitive income, work/life balance and career growth opportunities. We believe people is our most important asset. As a JMP Accounts Executive role you will be responsible for the sales of JMP product family to existing customers and new accounts in Southeast Asia.
Responsibilities will include:
• Sells software, solutions and services to current and prospective customers; works with other sales/pre-sales/domain/personnel to position and leverage sales opportunities to acquire, grow and retain customers within assigned territory.
• Fulfills wide range of requests for information from prospective customers. Qualifies level of opportunity and resources required.
• Prospects within a territory or account to uncover business needs.
• Implements aspects of territory and account management and development; identifies accounts with high ""close"" potential, qualifies, advances opportunity through milestone steps of sales cycle and forecast time frames to close business within Orion.
• Works closely with pre-sales resources and executives to facilitate timely response to highly qualified, high revenue potential opportunities.
• Prepares standard quotations and proposal information as needed; works with other departments to create and finalize contracts and set time schedules for delivery services.
• Follows up with customers to track satisfaction levels and to discover additional revenue opportunities.
• Develops a basic understanding of company pricing, licensing procedures and approvals matrix.
• Fully utilizes account planning process and tools (Account Plans and Opportunity Plans within BASE).
• Performs other duties, as assigned.
 
Requirements
Essential
• Bachelor's degree in Engineering/ statistic or related background
• 3+ years of successful experience in sales of computer software, hardware or IT solutions (such as ERP, CRM, Data warehouse and etc)
• Good communication through phone and email
• Willing to learn and to grow to next level of career
 
Additional
• Knowledge of software acquisition cycles
• Written, verbal, and interpersonal communications skills and organizational skills
• Ability to work independently as well as part of a team comprised of a Pre-sales consultant, Account Manager
• Ability to sell training and service
• Ability to quickly build trust and maintain long term relationship with existing accounts
• Ability to build trust through phone call, email and other on-line channels","SAS is the leader in analytics. Through innovative analytics solutions, business intelligence and data management software and services, SAS helps customers at more than 75,000 sites improve performance and deliver value by making better decisions faster. Since 1976, SAS has been giving customers around the world THE POWER TO KNOW®.
 
To view current vacancies at SAS, please visit us at: http://www.sas.com/en_us/careers.html"
https://www.jobstreet.com.sg/en/job/accounts-executive-3756059/origin/my?fr=J&src=16&srcr=16&searchRequestToken=82b5564b-9aa5-4a72-8247-dc50625bef01&sectionRank=12084,Accounts Executive,SAS Institute Pte Ltd (Singapore),"The JMP Division of SAS is successful and growing, which means we are in the market for smart people to join our sales team. At JMP, we offer very competitive income, work/life balance and career growth opportunities. We believe people is our most important asset. As a JMP Accounts Executive role you will be responsible for the sales of JMP product family to existing customers and new accounts in Southeast Asia.
Responsibilities will include:
• Sells software, solutions and services to current and prospective customers; works with other sales/pre-sales/domain/personnel to position and leverage sales opportunities to acquire, grow and retain customers within assigned territory.
• Fulfills wide range of requests for information from prospective customers. Qualifies level of opportunity and resources required.
• Prospects within a territory or account to uncover business needs.
• Implements aspects of territory and account management and development; identifies accounts with high ""close"" potential, qualifies, advances opportunity through milestone steps of sales cycle and forecast time frames to close business within Orion.
• Works closely with pre-sales resources and executives to facilitate timely response to highly qualified, high revenue potential opportunities.
• Prepares standard quotations and proposal information as needed; works with other departments to create and finalize contracts and set time schedules for delivery services.
• Follows up with customers to track satisfaction levels and to discover additional revenue opportunities.
• Develops a basic understanding of company pricing, licensing procedures and approvals matrix.
• Fully utilizes account planning process and tools (Account Plans and Opportunity Plans within BASE).
• Performs other duties, as assigned.
 
Requirements
Essential
• Bachelor's degree in Engineering/ statistic or related background
• 3+ years of successful experience in sales of computer software, hardware or IT solutions (such as ERP, CRM, Data warehouse and etc)
• Good communication through phone and email
• Willing to learn and to grow to next level of career
 
Additional
• Knowledge of software acquisition cycles
• Written, verbal, and interpersonal communications skills and organizational skills
• Ability to work independently as well as part of a team comprised of a Pre-sales consultant, Account Manager
• Ability to sell training and service
• Ability to quickly build trust and maintain long term relationship with existing accounts
• Ability to build trust through phone call, email and other on-line channels","SAS is the leader in analytics. Through innovative analytics solutions, business intelligence and data management software and services, SAS helps customers at more than 75,000 sites improve performance and deliver value by making better decisions faster. Since 1976, SAS has been giving customers around the world THE POWER TO KNOW®.
 
To view current vacancies at SAS, please visit us at: http://www.sas.com/en_us/careers.html"
https://www.jobstreet.com.sg/en/job/accounts-officer-6817078?fr=J&src=16&srcr=16&searchRequestToken=a20c5da0-9ced-4491-802a-657ee8172c90&sectionRank=12103,Accounts Officer,Keppel Land International Ltd,"Job Responsibilities
 
Perform intercompany vendor/customer balances from SAP and prepare Reconciliation Report
Analyse and reconcile accounts, and prepare GL Account Analysis and Reconciliation Reports including foreign currency accounting
Perform Month-end, quarter-end and year-end closing
Monthly expense variance analysis
Assist in preparation of GST submissions to IRAS and corporate tax schedule
Ensure accuracy of financial statements and compliance to internal policies
Any other duties and responsibilities as may be reasonably requested by your immediate supervisor / the head of department from time to time
Job Requirements
 
Diploma from Accountancy / ACCA Level 2
At least 2 years of experience in General Ledger (full set of accounts)
Preferably have experience in SAP system","Keppel Land
 is the property arm of the Keppel Group, one of Singapore's largest multinational groups with key businesses in offshore and marine, infrastructure as well as property.

	

		 

	

		One of Asia's premier property companies, Keppel Land is recognised for its sterling portfolio of award-winning residential developments and investment-grade commercial properties as well as high standards of corporate governance and transparency. The Company is geographically diversified in Asia, with Singapore and China as its core markets as well as Vietnam and Indonesia as its growth markets. It has two listed companies, one each in the Philippines and Thailand. Keppel Land focuses on a two-pronged strategy of property development for sale and property fund management."
https://www.jobstreet.com.sg/en/job/accounts-officer-6817078?fr=J&src=16&srcr=16&searchRequestToken=82b5564b-9aa5-4a72-8247-dc50625bef01&sectionRank=12083,Accounts Officer,Keppel Land International Ltd,"Job Responsibilities
 
Perform intercompany vendor/customer balances from SAP and prepare Reconciliation Report
Analyse and reconcile accounts, and prepare GL Account Analysis and Reconciliation Reports including foreign currency accounting
Perform Month-end, quarter-end and year-end closing
Monthly expense variance analysis
Assist in preparation of GST submissions to IRAS and corporate tax schedule
Ensure accuracy of financial statements and compliance to internal policies
Any other duties and responsibilities as may be reasonably requested by your immediate supervisor / the head of department from time to time
Job Requirements
 
Diploma from Accountancy / ACCA Level 2
At least 2 years of experience in General Ledger (full set of accounts)
Preferably have experience in SAP system","Keppel Land
 is the property arm of the Keppel Group, one of Singapore's largest multinational groups with key businesses in offshore and marine, infrastructure as well as property.

	

		 

	

		One of Asia's premier property companies, Keppel Land is recognised for its sterling portfolio of award-winning residential developments and investment-grade commercial properties as well as high standards of corporate governance and transparency. The Company is geographically diversified in Asia, with Singapore and China as its core markets as well as Vietnam and Indonesia as its growth markets. It has two listed companies, one each in the Philippines and Thailand. Keppel Land focuses on a two-pronged strategy of property development for sale and property fund management."
https://www.jobstreet.com.sg/en/job/finance-officersenior-accountsfullsets-client-accounting-1-year-contract-6817402?fr=J&src=16&srcr=16&searchRequestToken=33f5f7c0-24a1-48c6-903f-9b4a1c4058e1&sectionRank=11031,"Finance Officer/Senior (Accounts/Fullsets, Client Accounting) - 1 Year Contract","Capita Pte Ltd - Business Support 1    							     
																						
(Recruitment Firm)","Job responsibilities:
• Responsible for keeping full set of accounts which includes, account payables, account receivables, general accounting and fixed assets processes
• Prepare and/or review monthly GL, balance sheet, profit or loss statement, audit schedules and follow up on outstanding items
• Manage accurate and timely closing of books for the month and prepare financial reports
• Support the clients in all relevant Financial Reporting requirements, analysis, reports and deliverables.
• Manage/ Support audit within stipulated timelines
• Manage/ Support ad-hoc Finance/Accounting related projects/ initiatives, as and when required.   
 
Job Requirements:
• Bachelor’s Degree / Diploma in Accountancy, Finance, and/or ACCA or other professional accounting qualifications (eg. Chartered Accountant)
• At least 1 year of working experience in Finance/Accounting Operations, preferably in shared services environment
• Good unstanding of Finance/ Accounting concepts
• Proficiency in PC skills, Microsoft Office
• Good written and verbal communication skills
• Good analysis, organizational and planning, problem solving skills, proactive and self-motivated with ability to multi-task
• Team player and enjoy working with variety of clients
• Independent, confident and customer-oriented disposition
• Meticulous and organized with high level of accuracy
• Able to handle high volume of transactions
• Entry-level candidates are welcomed to apply
 
 
Interested candidates who wish to apply for the advertised position, please email us an updated copy of your resume (Attn:CAL) in Ms word format. We regret that only shortlisted candidates will be notified.
Job code : CAL
Email Address : bs1@capitasingapore.com
Registration No.: R1550707
EA License No.: 08C2893","Founded in 2007 in Singapore, Capita Pte Ltd is a premium recruitment expert and staffing provider for international companies in Singapore and across Asia.
 
Encompassing local and international placements, contract and temporary staffing, outplacement as well as payroll services across all industry sectors, Capita’s highly personalised service ensures that its clients find the right talent to meet their human resource needs.
 
Capita’s service offering is split into corporate and specialised divisions. While the corporate division comprises the business support and outsourcing practices that focus on permanent, contract and temporary positions, the specialised division has a focus on the engineering, banking and finance as well as technology industries. With more companies requiring candidates for specialist functions as well as talent with generalist capabilities in an increasingly competitive business environment, these divisions ensure that clients work with industry-focused consultants with specific expertise to match their talent management needs.
In 2012, Capita expanded its footprint in Asia, opening an office in Kuala Lumpur, Malaysia to better serve regional clients.
 
Capita  has been recognised as one of the preferred HR Vendors of the Year for six consecutive years since 2010. In addition, we have also been honoured with the Enterprise 50 award in 2012 as well as the Recruitment Agency of the Year Silver Award (Asia Recruitment Awards, 2015).
 
More information about Capita Pte Ltd is available at www.capitagrp.com and www.facebook.com/capitagrp."
